model,dataset,precision,image_id,top1_prob,top2_prob,top_diff,top1_class,top2_class
vit_base_patch16_224,imagenet,fp32,31849,0.862423837184906,0.011716486886143684,0.8507073502987623,743,889
vit_base_patch16_224,imagenet,fp32,29442,0.6906835436820984,0.14861607551574707,0.5420674681663513,686,753
vit_base_patch16_224,imagenet,fp32,19625,0.8447006344795227,0.00526451924815774,0.839436115231365,450,802
vit_base_patch16_224,imagenet,fp32,6617,0.8968736529350281,0.005655779503285885,0.8912178734317422,147,148
vit_base_patch16_224,imagenet,fp32,16169,0.9124770760536194,0.005377582740038633,0.9070994933135808,368,369
vit_base_patch16_224,imagenet,fp32,31438,0.7568580508232117,0.07255062460899353,0.6843074262142181,733,23
vit_base_patch16_224,imagenet,fp32,310,0.7758827209472656,0.08431103080511093,0.6915716901421547,6,5
vit_base_patch16_224,imagenet,fp32,6542,0.8848990201950073,0.00042416411451995373,0.8844748560804874,146,297
vit_base_patch16_224,imagenet,fp32,3333,0.5758873820304871,0.19390904903411865,0.3819783329963684,77,73
vit_base_patch16_224,imagenet,fp32,16290,0.7851950526237488,0.02312491647899151,0.7620701361447573,371,373
vit_base_patch16_224,imagenet,fp32,6895,0.8753846287727356,0.01150493137538433,0.8638796973973513,153,155
vit_base_patch16_224,imagenet,fp32,35410,0.6067004203796387,0.17584110796451569,0.430859312415123,828,666
vit_base_patch16_224,imagenet,fp32,3998,0.8951711654663086,0.0006481255986727774,0.8945230398676358,91,15
vit_base_patch16_224,imagenet,fp32,21940,0.912885308265686,0.006335425656288862,0.9065498826093972,507,902
vit_base_patch16_224,imagenet,fp32,31754,0.7883232831954956,0.06910798698663712,0.7192152962088585,740,477
vit_base_patch16_224,imagenet,fp32,9212,0.7272493839263916,0.05321086570620537,0.6740385182201862,209,206
vit_base_patch16_224,imagenet,fp32,19155,0.8511388897895813,0.0024837914388626814,0.8486550983507186,439,652
vit_base_patch16_224,imagenet,fp32,21508,0.8676156401634216,0.005555319134145975,0.8620603210292757,496,806
vit_base_patch16_224,imagenet,fp32,38692,0.8649656176567078,0.017268389463424683,0.8476972281932831,909,567
vit_base_patch16_224,imagenet,fp32,33144,0.8081197142601013,0.013117464259266853,0.7950022500008345,774,502
vit_base_patch16_224,imagenet,fp32,42136,0.7928079962730408,0.005631675478070974,0.7871763207949698,990,988
vit_base_patch16_224,imagenet,fp32,37999,0.8752960562705994,0.004395660478621721,0.8709003957919776,891,859
vit_base_patch16_224,imagenet,fp32,17280,0.9024083018302917,0.0016228514723479748,0.9007854503579438,394,391
vit_base_patch16_224,imagenet,fp32,19618,0.9234956502914429,0.0037168883718550205,0.9197787619195879,449,975
vit_base_patch16_224,imagenet,fp32,31609,0.8888980150222778,0.003803109284490347,0.8850949057377875,737,455
vit_base_patch16_224,imagenet,fp32,19210,0.6561088562011719,0.18929670751094818,0.4668121486902237,440,737
vit_base_patch16_224,imagenet,fp32,34962,0.8267013430595398,0.07357540726661682,0.753125935792923,817,751
vit_base_patch16_224,imagenet,fp32,5191,0.8690308332443237,0.003056009765714407,0.8659748234786093,116,69
vit_base_patch16_224,imagenet,fp32,25388,0.9216799139976501,0.00291959079913795,0.9187603231985122,588,790
vit_base_patch16_224,imagenet,fp32,22190,0.33978182077407837,0.2661733627319336,0.07360845804214478,513,776
vit_base_patch16_224,imagenet,fp32,6452,0.8647751808166504,0.001089056022465229,0.8636861247941852,144,873
vit_base_patch16_224,imagenet,fp32,13404,0.8815370798110962,0.003916978370398283,0.8776201014406979,306,305
vit_base_patch16_224,imagenet,fp32,21860,0.22328969836235046,0.12542079389095306,0.0978689044713974,505,600
vit_base_patch16_224,imagenet,fp32,17295,0.8742048144340515,0.0015005526365712285,0.8727042617974803,394,391
vit_base_patch16_224,imagenet,fp32,213,0.9159078001976013,0.004932921379804611,0.9109748788177967,4,3
vit_base_patch16_224,imagenet,fp32,38286,0.897702693939209,0.006885767448693514,0.8908169264905155,898,899
vit_base_patch16_224,imagenet,fp32,17206,0.8938559293746948,0.0006808561738580465,0.8931750732008368,392,393
vit_base_patch16_224,imagenet,fp32,11333,0.8779681324958801,0.004573287442326546,0.8733948450535536,258,261
vit_base_patch16_224,imagenet,fp32,36995,0.8423721194267273,0.007654857821762562,0.8347172616049647,867,675
vit_base_patch16_224,imagenet,fp32,19933,0.7800912261009216,0.039872635155916214,0.7402185909450054,457,452
vit_base_patch16_224,imagenet,fp32,31139,0.8317830562591553,0.000569668656680733,0.8312133876024745,726,606
vit_base_patch16_224,imagenet,fp32,1884,0.8558209538459778,0.005336105357855558,0.8504848484881222,41,42
vit_base_patch16_224,imagenet,fp32,20095,0.8038042187690735,0.05684346333146095,0.7469607554376125,460,437
vit_base_patch16_224,imagenet,fp32,27048,0.8760302662849426,0.0006114810821600258,0.8754187852027826,627,436
vit_base_patch16_224,imagenet,fp32,37447,0.5066853165626526,0.3390985131263733,0.1675868034362793,878,810
vit_base_patch16_224,imagenet,fp32,23250,0.8672771453857422,0.0028567705303430557,0.8644203748553991,539,741
vit_base_patch16_224,imagenet,fp32,28900,0.6370871663093567,0.20960325002670288,0.4274839162826538,673,508
vit_base_patch16_224,imagenet,fp32,40326,0.5259996652603149,0.31631559133529663,0.2096840739250183,947,992
vit_base_patch16_224,imagenet,fp32,9667,0.636258065700531,0.14650684595108032,0.4897512197494507,218,156
vit_base_patch16_224,imagenet,fp32,25267,0.742075502872467,0.07672106474637985,0.6653544381260872,585,774
vit_base_patch16_224,imagenet,fp32,15585,0.8703698515892029,0.0006040866719558835,0.869765764917247,354,9
vit_base_patch16_224,imagenet,fp32,12495,0.8536341190338135,0.006714774761348963,0.8469193442724645,286,287
vit_base_patch16_224,imagenet,fp32,3425,0.8525667190551758,0.0123607711866498,0.840205947868526,79,630
vit_base_patch16_224,imagenet,fp32,13473,0.8682621717453003,0.001967864576727152,0.8662943071685731,308,319
vit_base_patch16_224,imagenet,fp32,34359,0.8509365320205688,0.014025283046066761,0.8369112489745021,802,450
vit_base_patch16_224,imagenet,fp32,27975,0.8542075753211975,0.0025981394574046135,0.8516094358637929,650,855
vit_base_patch16_224,imagenet,fp32,14802,0.8698793053627014,0.014712492935359478,0.8551668124273419,337,357
vit_base_patch16_224,imagenet,fp32,22584,0.8733097314834595,0.0018535517156124115,0.8714561797678471,522,641
vit_base_patch16_224,imagenet,fp32,15981,0.9039848446846008,0.0008143897284753621,0.9031704549561255,364,96
vit_base_patch16_224,imagenet,fp32,32146,0.6372593641281128,0.1893995702266693,0.4478597939014435,751,817
vit_base_patch16_224,imagenet,fp32,34793,0.5293192863464355,0.12289420515298843,0.4064250811934471,813,910
vit_base_patch16_224,imagenet,fp32,31086,0.5828807950019836,0.13005371391773224,0.4528270810842514,724,780
vit_base_patch16_224,imagenet,fp32,14105,0.9118531942367554,0.0013963771052658558,0.9104568171314895,322,749
vit_base_patch16_224,imagenet,fp32,23489,0.9106870293617249,0.0005842386744916439,0.9101027906872332,545,535
vit_base_patch16_224,imagenet,fp32,31118,0.5532853007316589,0.16364380717277527,0.38964149355888367,725,901
vit_base_patch16_224,imagenet,fp32,4296,0.6037071943283081,0.1481619030237198,0.4555452913045883,97,99
vit_base_patch16_224,imagenet,fp32,10364,0.6920455098152161,0.04915435612201691,0.6428911536931992,235,225
vit_base_patch16_224,imagenet,fp32,38130,0.8186716437339783,0.013233465142548084,0.8054381785914302,894,493
vit_base_patch16_224,imagenet,fp32,19882,0.6935343742370605,0.11868108063936234,0.5748532935976982,455,679
vit_base_patch16_224,imagenet,fp32,38809,0.4171806275844574,0.32037225365638733,0.09680837392807007,912,348
vit_base_patch16_224,imagenet,fp32,34881,0.8537577390670776,0.008703031577169895,0.8450547074899077,815,971
vit_base_patch16_224,imagenet,fp32,19371,0.856918454170227,0.008540380746126175,0.8483780734241009,444,638
vit_base_patch16_224,imagenet,fp32,2003,0.7891874313354492,0.007278174161911011,0.7819092571735382,44,769
vit_base_patch16_224,imagenet,fp32,11440,0.9164615273475647,0.0017591462237760425,0.9147023811237887,260,244
vit_base_patch16_224,imagenet,fp32,27466,0.38167184591293335,0.34591907262802124,0.03575277328491211,637,771
vit_base_patch16_224,imagenet,fp32,35599,0.8674210906028748,0.009574711322784424,0.8578463792800903,832,716
vit_base_patch16_224,imagenet,fp32,28103,0.7985801100730896,0.01766805350780487,0.7809120565652847,653,440
vit_base_patch16_224,imagenet,fp32,34194,0.9175552725791931,0.004818262066692114,0.912737010512501,798,769
vit_base_patch16_224,imagenet,fp32,21521,0.8601492643356323,0.001976397819817066,0.8581728665158153,496,806
vit_base_patch16_224,imagenet,fp32,27825,0.8512364029884338,0.0011883837869390845,0.8500480192014948,646,506
vit_base_patch16_224,imagenet,fp32,21645,0.8240506052970886,0.01727019064128399,0.8067804146558046,500,972
vit_base_patch16_224,imagenet,fp32,35810,0.5572894215583801,0.32906362414360046,0.22822579741477966,839,718
vit_base_patch16_224,imagenet,fp32,25530,0.8699579834938049,0.0008685565553605556,0.8690894269384444,592,783
vit_base_patch16_224,imagenet,fp32,37473,0.6926743388175964,0.03467749431729317,0.6579968445003033,879,762
vit_base_patch16_224,imagenet,fp32,36262,0.4886128604412079,0.105616994202137,0.3829958662390709,850,187
vit_base_patch16_224,imagenet,fp32,33025,0.819772481918335,0.010790431872010231,0.8089820500463247,771,507
vit_base_patch16_224,imagenet,fp32,23105,0.902466356754303,0.0018602374475449324,0.900606119306758,535,479
vit_base_patch16_224,imagenet,fp32,35574,0.834091305732727,0.005880486685782671,0.8282108190469444,832,646
vit_base_patch16_224,imagenet,fp32,26812,0.8375545740127563,0.01676369085907936,0.820790883153677,621,595
vit_base_patch16_224,imagenet,fp32,9898,0.9092242121696472,0.0030137924477458,0.9062104197219014,224,223
vit_base_patch16_224,imagenet,fp32,32943,0.9315690398216248,0.0007134015904739499,0.9308556382311508,769,709
vit_base_patch16_224,imagenet,fp32,37951,0.8418982028961182,0.011232569813728333,0.8306656330823898,890,615
vit_base_patch16_224,imagenet,fp32,18087,0.6368106007575989,0.19394102692604065,0.4428695738315582,413,764
vit_base_patch16_224,imagenet,fp32,27811,0.8841817378997803,0.0008322821813635528,0.8833494557184167,646,506
vit_base_patch16_224,imagenet,fp32,3945,0.88482266664505,0.001092500169761479,0.8837301664752886,90,89
vit_base_patch16_224,imagenet,fp32,13061,0.8070151805877686,0.009025350213050842,0.7979898303747177,298,357
vit_base_patch16_224,imagenet,fp32,531,0.8573459386825562,0.0020891879685223103,0.8552567507140338,11,12
vit_base_patch16_224,imagenet,fp32,17166,0.887823760509491,0.000603735854383558,0.8872200246551074,392,11
vit_base_patch16_224,imagenet,fp32,42395,0.8985816836357117,0.0007624836289323866,0.8978192000067793,995,994
vit_base_patch16_224,imagenet,fp32,18414,0.9157881736755371,0.0033936423715204,0.9123945313040167,421,506
vit_base_patch16_224,imagenet,fp32,44,0.8565413355827332,0.0013450493570417166,0.8551962862256914,0,758
vit_base_patch16_224,imagenet,fp32,36762,0.8757509589195251,0.0012163700303062797,0.8745345888892189,862,456
vit_base_patch16_224,imagenet,fp32,39388,0.7180979251861572,0.09558645635843277,0.6225114688277245,926,909
vit_base_patch16_224,imagenet,fp32,22023,0.48087286949157715,0.20034651458263397,0.2805263549089432,509,692
vit_base_patch16_224,imagenet,fp32,13876,0.8680336475372314,0.0060857622884213924,0.86194788524881,317,316
vit_base_patch16_224,imagenet,fp32,14029,0.6656055450439453,0.18908464908599854,0.4765208959579468,320,319
vit_base_patch16_224,imagenet,fp32,28794,0.723739743232727,0.1742609143257141,0.5494788289070129,670,665
vit_base_patch16_224,imagenet,fp32,15631,0.8673580288887024,0.0015764430863782763,0.8657815858023241,355,354
vit_base_patch16_224,imagenet,fp32,20846,0.768665611743927,0.03382052853703499,0.734845083206892,479,535
vit_base_patch16_224,imagenet,fp32,4328,0.8764908313751221,0.005035970825701952,0.8714548605494201,98,97
vit_base_patch16_224,imagenet,fp32,8773,0.7659339308738708,0.07552297413349152,0.6904109567403793,198,197
vit_base_patch16_224,imagenet,fp32,40433,0.8941308856010437,0.007047819439321756,0.887083066161722,950,951
vit_base_patch16_224,imagenet,fp32,31159,0.6385166645050049,0.035755597054958344,0.6027610674500465,726,674
vit_base_patch16_224,imagenet,fp32,20965,0.7608416676521301,0.06521494686603546,0.6956267207860947,483,698
vit_base_patch16_224,imagenet,fp32,36257,0.9083929061889648,0.0021534287370741367,0.9062394774518907,850,865
vit_base_patch16_224,imagenet,fp32,1973,0.927738606929779,0.0028614334296435118,0.9248771735001355,43,42
vit_base_patch16_224,imagenet,fp32,23333,0.7978172302246094,0.043588824570178986,0.7542284056544304,541,577
vit_base_patch16_224,imagenet,fp32,36473,0.9460046291351318,0.0009159499313682318,0.9450886792037636,855,682
vit_base_patch16_224,imagenet,fp32,106,0.8950943946838379,0.006091873161494732,0.8890025215223432,2,3
vit_base_patch16_224,imagenet,fp32,22806,0.8946552872657776,0.003380967304110527,0.8912743199616671,528,707
vit_base_patch16_224,imagenet,fp32,23304,0.48825547099113464,0.35749343037605286,0.1307620406150818,540,144
vit_base_patch16_224,imagenet,fp32,35405,0.9161917567253113,0.0024687848053872585,0.913722971919924,828,443
vit_base_patch16_224,imagenet,fp32,29896,0.9044978618621826,0.0032405878882855177,0.9012572739738971,697,615
vit_base_patch16_224,imagenet,fp32,29943,0.8740662932395935,0.01234731636941433,0.8617189768701792,698,857
vit_base_patch16_224,imagenet,fp32,22520,0.865545392036438,0.020536361262202263,0.8450090307742357,521,926
vit_base_patch16_224,imagenet,fp32,16023,0.8780770301818848,0.002402239479124546,0.8756747907027602,365,369
vit_base_patch16_224,imagenet,fp32,37653,0.81404048204422,0.024367937818169594,0.7896725442260504,883,804
vit_base_patch16_224,imagenet,fp32,33699,0.7830700278282166,0.03127383440732956,0.751796193420887,787,524
vit_base_patch16_224,imagenet,fp32,32144,0.8806174993515015,0.029200073331594467,0.851417426019907,751,817
vit_base_patch16_224,imagenet,fp32,30704,0.8217565417289734,0.040974896401166916,0.7807816453278065,716,912
