model,dataset,precision,image,ground_truth,pred,top1_prob,top2_prob,top_diff
vit_base_patch16_224,imagenet,fp32,32,0,0,0.8448765873908997,0.00935037899762392,0.8355262083932757
vit_base_patch16_224,imagenet,fp32,33,0,0,0.8459483981132507,0.0006646231631748378,0.8452837749500759
vit_base_patch16_224,imagenet,fp32,34,0,0,0.8670967817306519,0.0021575945429503918,0.8649391871877015
vit_base_patch16_224,imagenet,fp32,35,0,758,0.478411465883255,0.30792155861854553,0.17048990726470947
vit_base_patch16_224,imagenet,fp32,36,0,0,0.7841027975082397,0.018482746556401253,0.7656200509518385
vit_base_patch16_224,imagenet,fp32,37,0,0,0.8585188984870911,0.0037160059437155724,0.8548028925433755
vit_base_patch16_224,imagenet,fp32,38,0,0,0.8719344735145569,0.0007101778755895793,0.8712242956389673
vit_base_patch16_224,imagenet,fp32,39,0,0,0.8708938360214233,0.0011225830530747771,0.8697712529683486
vit_base_patch16_224,imagenet,fp32,40,0,0,0.886713445186615,0.0007443136419169605,0.885969131544698
vit_base_patch16_224,imagenet,fp32,41,0,0,0.8924351930618286,0.0008403235697187483,0.8915948694921099
vit_base_patch16_224,imagenet,fp32,42,0,0,0.8599458336830139,0.0016902601346373558,0.8582555735483766
vit_base_patch16_224,imagenet,fp32,43,0,0,0.879975438117981,0.0006493493565358222,0.8793260887614451
vit_base_patch16_224,imagenet,fp32,44,0,0,0.8934370279312134,0.0010997981298714876,0.8923372298013419
vit_base_patch16_224,imagenet,fp32,45,0,0,0.8859598636627197,0.0008948600734584033,0.8850650035892613
vit_base_patch16_224,imagenet,fp32,46,0,0,0.8565413355827332,0.0013450513361021876,0.855196284246631
vit_base_patch16_224,imagenet,fp32,47,0,0,0.8559413552284241,0.0009657200425863266,0.8549756351858377
vit_base_patch16_224,imagenet,fp32,48,0,0,0.8776839971542358,0.011890329420566559,0.8657936677336693
vit_base_patch16_224,imagenet,fp32,49,0,0,0.7504768967628479,0.0011260916944593191,0.7493508050683886
vit_base_patch16_224,imagenet,fp32,50,1,1,0.8736430406570435,0.0025983797386288643,0.8710446609184146
vit_base_patch16_224,imagenet,fp32,51,1,1,0.901756227016449,0.001299327821470797,0.9004568991949782
vit_base_patch16_224,imagenet,fp32,52,1,1,0.9086001515388489,0.0012650111457332969,0.9073351403931156
vit_base_patch16_224,imagenet,fp32,53,1,1,0.903741180896759,0.0020187953487038612,0.9017223855480552
vit_base_patch16_224,imagenet,fp32,54,1,1,0.5397884249687195,0.0966377705335617,0.4431506544351578
vit_base_patch16_224,imagenet,fp32,55,1,1,0.889020562171936,0.0017506035510450602,0.887269958620891
vit_base_patch16_224,imagenet,fp32,56,1,1,0.9139703512191772,0.002953982213512063,0.9110163690056652
vit_base_patch16_224,imagenet,fp32,57,1,1,0.7735913991928101,0.004032283555716276,0.7695591156370938
vit_base_patch16_224,imagenet,fp32,58,1,1,0.8915751576423645,0.0006389772752299905,0.8909361803671345
vit_base_patch16_224,imagenet,fp32,59,1,1,0.7778974175453186,0.0021384325809776783,0.7757589849643409
vit_base_patch16_224,imagenet,fp32,60,1,1,0.889914870262146,0.003354546846821904,0.8865603234153241
vit_base_patch16_224,imagenet,fp32,61,1,1,0.8732183575630188,0.0018166685476899147,0.8714016890153289
vit_base_patch16_224,imagenet,fp32,62,1,1,0.8469797968864441,0.002547919051721692,0.8444318778347224
vit_base_patch16_224,imagenet,fp32,63,1,1,0.8684695363044739,0.0015058864373713732,0.8669636498671025
vit_base_patch16_224,imagenet,fp32,64,1,1,0.9016895294189453,0.0043273563496768475,0.8973621730692685
vit_base_patch16_224,imagenet,fp32,65,1,1,0.8535664677619934,0.0013414130080491304,0.8522250547539443
vit_base_patch16_224,imagenet,fp32,66,1,1,0.8805380463600159,0.0011585132451727986,0.8793795331148431
vit_base_patch16_224,imagenet,fp32,67,1,1,0.644750714302063,0.0994473397731781,0.5453033745288849
vit_base_patch16_224,imagenet,fp32,68,1,1,0.9214019179344177,0.003742547705769539,0.9176593702286482
vit_base_patch16_224,imagenet,fp32,69,1,1,0.8372135758399963,0.001052479725331068,0.8361610961146653
vit_base_patch16_224,imagenet,fp32,70,1,1,0.8690432906150818,0.005091637838631868,0.8639516527764499
vit_base_patch16_224,imagenet,fp32,71,1,1,0.8965264558792114,0.0008914098143577576,0.8956350460648537
vit_base_patch16_224,imagenet,fp32,72,1,1,0.9108839631080627,0.0008468084852211177,0.9100371546228416
vit_base_patch16_224,imagenet,fp32,73,1,1,0.8875923752784729,0.0015732034808024764,0.8860191717976704
vit_base_patch16_224,imagenet,fp32,74,1,1,0.8945474624633789,0.0020072790794074535,0.8925401833839715
vit_base_patch16_224,imagenet,fp32,75,1,1,0.8605389595031738,0.0013168315635994077,0.8592221279395744
vit_base_patch16_224,imagenet,fp32,76,1,1,0.9017189741134644,0.0013067269464954734,0.9004122471669689
vit_base_patch16_224,imagenet,fp32,77,1,1,0.8646900653839111,0.0013960886280983686,0.8632939767558128
vit_base_patch16_224,imagenet,fp32,78,1,1,0.8875117897987366,0.0022170026786625385,0.885294787120074
vit_base_patch16_224,imagenet,fp32,79,1,1,0.8846514225006104,0.001189204747788608,0.8834622177528217
vit_base_patch16_224,imagenet,fp32,80,1,1,0.9413816928863525,0.004107975866645575,0.937273717019707
vit_base_patch16_224,imagenet,fp32,81,1,1,0.8943430781364441,0.0009901244193315506,0.8933529537171125
vit_base_patch16_224,imagenet,fp32,82,1,1,0.887039840221405,0.0031882748007774353,0.8838515654206276
vit_base_patch16_224,imagenet,fp32,83,1,1,0.8475038409233093,0.0019781242590397596,0.8455257166642696
vit_base_patch16_224,imagenet,fp32,84,1,1,0.8699935078620911,0.001782593666575849,0.8682109141955152
vit_base_patch16_224,imagenet,fp32,85,1,1,0.8345595598220825,0.0010895862942561507,0.8334699735278264
vit_base_patch16_224,imagenet,fp32,86,1,1,0.8741735816001892,0.0020414998289197683,0.8721320817712694
vit_base_patch16_224,imagenet,fp32,87,1,1,0.8734126687049866,0.009850671514868736,0.8635619971901178
vit_base_patch16_224,imagenet,fp32,88,1,1,0.8753257393836975,0.006858468055725098,0.8684672713279724
vit_base_patch16_224,imagenet,fp32,89,1,1,0.8645245432853699,0.0028485185466706753,0.8616760247386992
vit_base_patch16_224,imagenet,fp32,90,1,1,0.8830966353416443,0.010563996620476246,0.872532638721168
vit_base_patch16_224,imagenet,fp32,91,1,1,0.71188884973526,0.03543991595506668,0.6764489337801933
vit_base_patch16_224,imagenet,fp32,92,1,1,0.8238978385925293,0.011258948594331741,0.8126388899981976
vit_base_patch16_224,imagenet,fp32,93,1,1,0.9074195027351379,0.0016639657551422715,0.9057555369799957
vit_base_patch16_224,imagenet,fp32,94,1,1,0.8701648116111755,0.0022251936607062817,0.8679396179504693
vit_base_patch16_224,imagenet,fp32,95,1,1,0.9071179032325745,0.000623214291408658,0.9064946889411658
vit_base_patch16_224,imagenet,fp32,96,1,1,0.8180038332939148,0.0009720415691845119,0.8170317917247303
vit_base_patch16_224,imagenet,fp32,97,1,1,0.9024036526679993,0.000852544791996479,0.9015511078760028
vit_base_patch16_224,imagenet,fp32,98,1,1,0.8970094323158264,0.003694527316838503,0.8933149049989879
vit_base_patch16_224,imagenet,fp32,99,1,1,0.7014435529708862,0.11174767464399338,0.5896958783268929
vit_base_patch16_224,imagenet,fp32,100,2,2,0.7078191041946411,0.178944393992424,0.5288747102022171
vit_base_patch16_224,imagenet,fp32,101,2,2,0.881587564945221,0.020934458822011948,0.860653106123209
vit_base_patch16_224,imagenet,fp32,102,2,2,0.8815156817436218,0.003055677516385913,0.8784600042272359
vit_base_patch16_224,imagenet,fp32,103,2,2,0.7258970141410828,0.15338943898677826,0.5725075751543045
vit_base_patch16_224,imagenet,fp32,104,2,2,0.8112702369689941,0.05499538779258728,0.7562748491764069
vit_base_patch16_224,imagenet,fp32,105,2,2,0.5471208691596985,0.22912921011447906,0.3179916590452194
vit_base_patch16_224,imagenet,fp32,106,2,2,0.8551251888275146,0.023486260324716568,0.8316389285027981
vit_base_patch16_224,imagenet,fp32,107,2,2,0.5938277840614319,0.1848067343235016,0.4090210497379303
vit_base_patch16_224,imagenet,fp32,108,2,2,0.8950942754745483,0.0060918754898011684,0.8890023999847472
vit_base_patch16_224,imagenet,fp32,109,2,2,0.8323136568069458,0.047155529260635376,0.7851581275463104
vit_base_patch16_224,imagenet,fp32,110,2,2,0.6378445625305176,0.21970313787460327,0.4181414246559143
vit_base_patch16_224,imagenet,fp32,111,2,2,0.8638111352920532,0.021186435595154762,0.8426246996968985
vit_base_patch16_224,imagenet,fp32,112,2,2,0.5468847751617432,0.24656707048416138,0.3003177046775818
vit_base_patch16_224,imagenet,fp32,113,2,2,0.8246864080429077,0.05397671461105347,0.7707096934318542
vit_base_patch16_224,imagenet,fp32,114,2,2,0.8117436170578003,0.04111570864915848,0.7706279084086418
vit_base_patch16_224,imagenet,fp32,115,2,2,0.8811682462692261,0.0037168115377426147,0.8774514347314835
vit_base_patch16_224,imagenet,fp32,116,2,2,0.8665992617607117,0.009401719085872173,0.8571975426748395
vit_base_patch16_224,imagenet,fp32,117,2,2,0.8560829758644104,0.015911778435111046,0.8401711974292994
vit_base_patch16_224,imagenet,fp32,118,2,2,0.7460273504257202,0.1308087408542633,0.6152186095714569
vit_base_patch16_224,imagenet,fp32,119,2,2,0.8208979964256287,0.03156730532646179,0.7893306910991669
vit_base_patch16_224,imagenet,fp32,120,2,2,0.8916100263595581,0.012288539670407772,0.8793214866891503
vit_base_patch16_224,imagenet,fp32,121,2,2,0.8900372385978699,0.006737884134054184,0.8832993544638157
vit_base_patch16_224,imagenet,fp32,122,2,2,0.7960438132286072,0.06479108333587646,0.7312527298927307
vit_base_patch16_224,imagenet,fp32,123,2,2,0.9003627896308899,0.006536274682730436,0.8938265149481595
vit_base_patch16_224,imagenet,fp32,124,2,2,0.8883602619171143,0.00936201587319374,0.8789982460439205
vit_base_patch16_224,imagenet,fp32,125,2,2,0.8638599514961243,0.01652125082910061,0.8473387006670237
vit_base_patch16_224,imagenet,fp32,126,2,2,0.8479440808296204,0.02912522293627262,0.8188188578933477
vit_base_patch16_224,imagenet,fp32,127,2,3,0.24781332910060883,0.21221962571144104,0.035593703389167786
vit_base_patch16_224,imagenet,fp32,128,2,2,0.7764639258384705,0.10088849812746048,0.67557542771101
vit_base_patch16_224,imagenet,fp32,129,2,2,0.9058142304420471,0.003800226841121912,0.9020140036009252
vit_base_patch16_224,imagenet,fp32,130,2,3,0.7644538283348083,0.10223885625600815,0.6622149720788002
vit_base_patch16_224,imagenet,fp32,131,2,2,0.894538402557373,0.01142557431012392,0.8831128282472491
vit_base_patch16_224,imagenet,fp32,132,2,2,0.8642203211784363,0.016686568036675453,0.8475337531417608
vit_base_patch16_224,imagenet,fp32,133,2,2,0.9010992646217346,0.004630423616617918,0.8964688410051167
vit_base_patch16_224,imagenet,fp32,134,2,2,0.8586678504943848,0.03466953709721565,0.8239983133971691
vit_base_patch16_224,imagenet,fp32,135,2,2,0.8882877826690674,0.006515753921121359,0.881772028747946
vit_base_patch16_224,imagenet,fp32,136,2,2,0.8914861083030701,0.005660950671881437,0.8858251576311886
vit_base_patch16_224,imagenet,fp32,137,2,2,0.8892524242401123,0.0043627112172544,0.8848897130228579
vit_base_patch16_224,imagenet,fp32,138,2,2,0.8724372386932373,0.017812218517065048,0.8546250201761723
vit_base_patch16_224,imagenet,fp32,139,2,2,0.8213887214660645,0.029598474502563477,0.791790246963501
vit_base_patch16_224,imagenet,fp32,140,2,2,0.8923612236976624,0.004956408869475126,0.8874048148281872
vit_base_patch16_224,imagenet,fp32,141,2,2,0.8394029140472412,0.05864882096648216,0.780754093080759
vit_base_patch16_224,imagenet,fp32,142,2,2,0.8464359641075134,0.026803480461239815,0.8196324836462736
vit_base_patch16_224,imagenet,fp32,143,2,3,0.7933083176612854,0.02651166170835495,0.7667966559529305
vit_base_patch16_224,imagenet,fp32,144,2,2,0.8945773839950562,0.004252179060131311,0.8903252049349248
vit_base_patch16_224,imagenet,fp32,145,2,2,0.6078720092773438,0.18906544148921967,0.4188065677881241
vit_base_patch16_224,imagenet,fp32,146,2,4,0.42560723423957825,0.29613587260246277,0.12947136163711548
vit_base_patch16_224,imagenet,fp32,147,2,2,0.6408262848854065,0.17126624286174774,0.46956004202365875
vit_base_patch16_224,imagenet,fp32,148,2,2,0.7122021317481995,0.11973599344491959,0.5924661383032799
vit_base_patch16_224,imagenet,fp32,149,2,2,0.8372401595115662,0.020171405747532845,0.8170687537640333
vit_base_patch16_224,imagenet,fp32,150,3,3,0.8232185244560242,0.06503449380397797,0.7581840306520462
vit_base_patch16_224,imagenet,fp32,151,3,3,0.7897108793258667,0.09004252403974533,0.6996683552861214
vit_base_patch16_224,imagenet,fp32,152,3,3,0.6058409214019775,0.20947200059890747,0.39636892080307007
vit_base_patch16_224,imagenet,fp32,153,3,3,0.654755175113678,0.03970925137400627,0.6150459237396717
vit_base_patch16_224,imagenet,fp32,154,3,3,0.8881678581237793,0.019990410655736923,0.8681774474680424
vit_base_patch16_224,imagenet,fp32,155,3,3,0.7024673223495483,0.14671257138252258,0.5557547509670258
vit_base_patch16_224,imagenet,fp32,156,3,3,0.8820033073425293,0.017277605831623077,0.8647257015109062
vit_base_patch16_224,imagenet,fp32,157,3,3,0.8165607452392578,0.021959615871310234,0.7946011293679476
vit_base_patch16_224,imagenet,fp32,158,3,3,0.5108432769775391,0.2655814290046692,0.24526184797286987
vit_base_patch16_224,imagenet,fp32,159,3,3,0.8678106069564819,0.022587858140468597,0.8452227488160133
vit_base_patch16_224,imagenet,fp32,160,3,3,0.8971210718154907,0.005509249400347471,0.8916118224151433
vit_base_patch16_224,imagenet,fp32,161,3,3,0.8282124996185303,0.03682069480419159,0.7913918048143387
vit_base_patch16_224,imagenet,fp32,162,3,4,0.5889168381690979,0.21929965913295746,0.36961717903614044
vit_base_patch16_224,imagenet,fp32,163,3,3,0.8551526665687561,0.02655927650630474,0.8285933900624514
vit_base_patch16_224,imagenet,fp32,164,3,147,0.6903653740882874,0.06090887263417244,0.6294565014541149
vit_base_patch16_224,imagenet,fp32,165,3,3,0.6308507323265076,0.19324448704719543,0.43760624527931213
vit_base_patch16_224,imagenet,fp32,166,3,5,0.5816622376441956,0.14009279012680054,0.441569447517395
vit_base_patch16_224,imagenet,fp32,167,3,3,0.863344669342041,0.019837412983179092,0.8435072563588619
vit_base_patch16_224,imagenet,fp32,168,3,3,0.853642463684082,0.018928494304418564,0.8347139693796635
vit_base_patch16_224,imagenet,fp32,169,3,3,0.7900735139846802,0.07188348472118378,0.7181900292634964
vit_base_patch16_224,imagenet,fp32,170,3,3,0.8746442198753357,0.028518330305814743,0.846125889569521
vit_base_patch16_224,imagenet,fp32,171,3,3,0.8192200064659119,0.04293879494071007,0.7762812115252018
vit_base_patch16_224,imagenet,fp32,172,3,3,0.7205396294593811,0.13974086940288544,0.5807987600564957
vit_base_patch16_224,imagenet,fp32,173,3,3,0.850143551826477,0.02485615201294422,0.8252873998135328
vit_base_patch16_224,imagenet,fp32,174,3,3,0.8083458542823792,0.06978754699230194,0.7385583072900772
vit_base_patch16_224,imagenet,fp32,175,3,147,0.7792782783508301,0.030337747186422348,0.7489405311644077
vit_base_patch16_224,imagenet,fp32,176,3,3,0.871649444103241,0.022115323692560196,0.8495341204106808
vit_base_patch16_224,imagenet,fp32,177,3,3,0.7862256765365601,0.027577750384807587,0.7586479261517525
vit_base_patch16_224,imagenet,fp32,178,3,3,0.8267462253570557,0.05248301848769188,0.7742632068693638
vit_base_patch16_224,imagenet,fp32,179,3,3,0.8648688793182373,0.03327281400561333,0.831596065312624
vit_base_patch16_224,imagenet,fp32,180,3,3,0.8664529919624329,0.016675351187586784,0.8497776407748461
vit_base_patch16_224,imagenet,fp32,181,3,3,0.7749478816986084,0.05439688637852669,0.7205509953200817
vit_base_patch16_224,imagenet,fp32,182,3,3,0.8853151202201843,0.007119900081306696,0.8781952201388776
vit_base_patch16_224,imagenet,fp32,183,3,3,0.8002618551254272,0.05832620710134506,0.7419356480240822
vit_base_patch16_224,imagenet,fp32,184,3,3,0.7594103813171387,0.07641120254993439,0.6829991787672043
vit_base_patch16_224,imagenet,fp32,185,3,3,0.8910839557647705,0.0031460593454539776,0.8879378964193165
vit_base_patch16_224,imagenet,fp32,186,3,3,0.8084135055541992,0.04919331520795822,0.759220190346241
vit_base_patch16_224,imagenet,fp32,187,3,3,0.8369638919830322,0.03561030328273773,0.8013535887002945
vit_base_patch16_224,imagenet,fp32,188,3,3,0.7262543439865112,0.11612679809331894,0.6101275458931923
vit_base_patch16_224,imagenet,fp32,189,3,3,0.7510096430778503,0.08468679338693619,0.6663228496909142
vit_base_patch16_224,imagenet,fp32,190,3,3,0.792527437210083,0.024873588234186172,0.7676538489758968
vit_base_patch16_224,imagenet,fp32,191,3,3,0.8292175531387329,0.012187058106064796,0.8170304950326681
vit_base_patch16_224,imagenet,fp32,192,3,3,0.892916738986969,0.006448188330978155,0.8864685506559908
vit_base_patch16_224,imagenet,fp32,193,3,3,0.7855696678161621,0.10448771715164185,0.6810819506645203
vit_base_patch16_224,imagenet,fp32,194,3,3,0.8323972225189209,0.011888313107192516,0.8205089094117284
vit_base_patch16_224,imagenet,fp32,195,3,3,0.8163948655128479,0.016355060040950775,0.8000398054718971
vit_base_patch16_224,imagenet,fp32,196,3,390,0.3877548277378082,0.1567816138267517,0.23097321391105652
vit_base_patch16_224,imagenet,fp32,197,3,149,0.6492884755134583,0.16158030927181244,0.4877081662416458
vit_base_patch16_224,imagenet,fp32,198,3,3,0.8580809831619263,0.009074877947568893,0.8490061052143574
vit_base_patch16_224,imagenet,fp32,199,3,3,0.6080853343009949,0.24747107923030853,0.36061425507068634
vit_base_patch16_224,imagenet,fp32,200,4,4,0.8190427422523499,0.06887750327587128,0.7501652389764786
vit_base_patch16_224,imagenet,fp32,201,4,4,0.8076800107955933,0.05199556052684784,0.7556844502687454
vit_base_patch16_224,imagenet,fp32,202,4,4,0.8833959698677063,0.0014957404928281903,0.8819002293748781
vit_base_patch16_224,imagenet,fp32,203,4,2,0.7330213189125061,0.11103937029838562,0.6219819486141205
vit_base_patch16_224,imagenet,fp32,204,4,4,0.8755618929862976,0.004108206368982792,0.8714536866173148
vit_base_patch16_224,imagenet,fp32,205,4,4,0.8971379995346069,0.005456361919641495,0.8916816376149654
vit_base_patch16_224,imagenet,fp32,206,4,4,0.8790723085403442,0.013664716854691505,0.8654075916856527
vit_base_patch16_224,imagenet,fp32,207,4,4,0.8821894526481628,0.02702055685222149,0.8551688957959414
vit_base_patch16_224,imagenet,fp32,208,4,391,0.776938259601593,0.06767386198043823,0.7092643976211548
vit_base_patch16_224,imagenet,fp32,209,4,4,0.8967773914337158,0.0023892074823379517,0.8943881839513779
vit_base_patch16_224,imagenet,fp32,210,4,4,0.9265202879905701,0.005993010476231575,0.9205272775143385
vit_base_patch16_224,imagenet,fp32,211,4,4,0.8890558481216431,0.006947839166969061,0.882108008954674
vit_base_patch16_224,imagenet,fp32,212,4,4,0.904746413230896,0.001541268196888268,0.9032051450340077
vit_base_patch16_224,imagenet,fp32,213,4,4,0.8861566781997681,0.0022035904694348574,0.8839530877303332
vit_base_patch16_224,imagenet,fp32,214,4,4,0.8812063932418823,0.010931803844869137,0.8702745893970132
vit_base_patch16_224,imagenet,fp32,215,4,4,0.9023508429527283,0.0025334618985652924,0.899817381054163
vit_base_patch16_224,imagenet,fp32,216,4,4,0.9028608202934265,0.007924217730760574,0.8949366025626659
vit_base_patch16_224,imagenet,fp32,217,4,4,0.7535350322723389,0.03406335413455963,0.7194716781377792
vit_base_patch16_224,imagenet,fp32,218,4,4,0.8715444803237915,0.017559176310896873,0.8539853040128946
vit_base_patch16_224,imagenet,fp32,219,4,4,0.9113938808441162,0.003021364565938711,0.9083725162781775
vit_base_patch16_224,imagenet,fp32,220,4,4,0.7262632846832275,0.07806263864040375,0.6482006460428238
vit_base_patch16_224,imagenet,fp32,221,4,2,0.7520506381988525,0.06124013289809227,0.6908105053007603
vit_base_patch16_224,imagenet,fp32,222,4,4,0.906040608882904,0.004393244627863169,0.9016473642550409
vit_base_patch16_224,imagenet,fp32,223,4,4,0.8431971669197083,0.03959318995475769,0.8036039769649506
vit_base_patch16_224,imagenet,fp32,224,4,4,0.8672263026237488,0.011532286182045937,0.8556940164417028
vit_base_patch16_224,imagenet,fp32,225,4,4,0.9188970923423767,0.0016382462345063686,0.9172588461078703
vit_base_patch16_224,imagenet,fp32,226,4,4,0.8737112283706665,0.01669340766966343,0.8570178207010031
vit_base_patch16_224,imagenet,fp32,227,4,4,0.9084041118621826,0.00711290817707777,0.9012912036851048
vit_base_patch16_224,imagenet,fp32,228,4,4,0.9159076809883118,0.0049329474568367004,0.9109747335314751
vit_base_patch16_224,imagenet,fp32,229,4,4,0.8948279023170471,0.00355458608828485,0.8912733162287623
vit_base_patch16_224,imagenet,fp32,230,4,4,0.7587800621986389,0.08386211097240448,0.6749179512262344
vit_base_patch16_224,imagenet,fp32,231,4,4,0.9031619429588318,0.0021214501466602087,0.9010404928121716
vit_base_patch16_224,imagenet,fp32,232,4,4,0.8689282536506653,0.007380013819783926,0.8615482398308814
vit_base_patch16_224,imagenet,fp32,233,4,4,0.9018517136573792,0.0028532864525914192,0.8989984272047877
vit_base_patch16_224,imagenet,fp32,234,4,6,0.34707725048065186,0.24450425803661346,0.10257299244403839
vit_base_patch16_224,imagenet,fp32,235,4,4,0.7958211898803711,0.038445740938186646,0.7573754489421844
vit_base_patch16_224,imagenet,fp32,236,4,4,0.8686337471008301,0.004438510164618492,0.8641952369362116
vit_base_patch16_224,imagenet,fp32,237,4,4,0.8547385931015015,0.015366846695542336,0.8393717464059591
vit_base_patch16_224,imagenet,fp32,238,4,4,0.8774982690811157,0.02036014199256897,0.8571381270885468
vit_base_patch16_224,imagenet,fp32,239,4,4,0.7047322988510132,0.0786319449543953,0.6261003538966179
vit_base_patch16_224,imagenet,fp32,240,4,4,0.8631840944290161,0.014960053376853466,0.8482240410521626
vit_base_patch16_224,imagenet,fp32,241,4,4,0.7768687605857849,0.07811163365840912,0.6987571269273758
vit_base_patch16_224,imagenet,fp32,242,4,4,0.9166679382324219,0.0024553656112402678,0.9142125726211816
vit_base_patch16_224,imagenet,fp32,243,4,4,0.8959830403327942,0.0023302503395825624,0.8936527899932116
vit_base_patch16_224,imagenet,fp32,244,4,4,0.8943920135498047,0.005003859754651785,0.8893881537951529
vit_base_patch16_224,imagenet,fp32,245,4,4,0.8692883253097534,0.019334059208631516,0.8499542661011219
vit_base_patch16_224,imagenet,fp32,246,4,4,0.800609290599823,0.04649681597948074,0.7541124746203423
vit_base_patch16_224,imagenet,fp32,247,4,4,0.9011874794960022,0.004111669957637787,0.8970758095383644
vit_base_patch16_224,imagenet,fp32,248,4,4,0.8719866871833801,0.006212163716554642,0.8657745234668255
vit_base_patch16_224,imagenet,fp32,249,4,4,0.6675253510475159,0.1022677794098854,0.5652575716376305
vit_base_patch16_224,imagenet,fp32,250,5,5,0.8683244585990906,0.0014884888660162687,0.8668359697330743
vit_base_patch16_224,imagenet,fp32,251,5,5,0.8944818377494812,0.006890415214002132,0.8875914225354791
vit_base_patch16_224,imagenet,fp32,252,5,6,0.539993166923523,0.30461210012435913,0.23538106679916382
vit_base_patch16_224,imagenet,fp32,253,5,5,0.8961694240570068,0.00616075936704874,0.8900086646899581
vit_base_patch16_224,imagenet,fp32,254,5,5,0.853799045085907,0.0566861629486084,0.7971128821372986
vit_base_patch16_224,imagenet,fp32,255,5,5,0.870988130569458,0.003307015635073185,0.8676811149343848
vit_base_patch16_224,imagenet,fp32,256,5,5,0.6841088533401489,0.15455855429172516,0.5295502990484238
vit_base_patch16_224,imagenet,fp32,257,5,5,0.8260655999183655,0.0037056817673146725,0.8223599181510508
vit_base_patch16_224,imagenet,fp32,258,5,5,0.8294222950935364,0.01530330628156662,0.8141189888119698
vit_base_patch16_224,imagenet,fp32,259,5,5,0.7658205628395081,0.006449258420616388,0.7593713044188917
vit_base_patch16_224,imagenet,fp32,260,5,5,0.585737407207489,0.20174051821231842,0.3839968889951706
vit_base_patch16_224,imagenet,fp32,261,5,5,0.9185501933097839,0.018096081912517548,0.9004541113972664
