model,dataset,precision,image,ground_truth,pred,top1_prob,top2_prob,top_diff
swin_base_patch4_window7_224,imagenet,fp32,26,0,0,0.8876501321792603,0.0017227305797860026,0.8859274015994743
swin_base_patch4_window7_224,imagenet,fp32,27,0,0,0.7111796736717224,0.0552075020968914,0.655972171574831
swin_base_patch4_window7_224,imagenet,fp32,28,0,0,0.8737409114837646,0.0011283918283879757,0.8726125196553767
swin_base_patch4_window7_224,imagenet,fp32,29,0,0,0.856643795967102,0.0009984191274270415,0.855645376839675
swin_base_patch4_window7_224,imagenet,fp32,30,0,0,0.8725976943969727,0.001088782213628292,0.8715089121833444
swin_base_patch4_window7_224,imagenet,fp32,31,0,0,0.8904196619987488,0.0007915724418126047,0.8896280895569362
swin_base_patch4_window7_224,imagenet,fp32,32,0,0,0.892292320728302,0.0044301352463662624,0.8878621854819357
swin_base_patch4_window7_224,imagenet,fp32,33,0,0,0.8264309763908386,0.0018069259822368622,0.8246240504086018
swin_base_patch4_window7_224,imagenet,fp32,34,0,0,0.8947808742523193,0.0016038038302212954,0.893177070422098
swin_base_patch4_window7_224,imagenet,fp32,35,0,758,0.5290332436561584,0.3052249848842621,0.22380825877189636
swin_base_patch4_window7_224,imagenet,fp32,36,0,0,0.7535336017608643,0.048937663435935974,0.7045959383249283
swin_base_patch4_window7_224,imagenet,fp32,37,0,0,0.8987287282943726,0.00208294834010303,0.8966457799542695
swin_base_patch4_window7_224,imagenet,fp32,38,0,0,0.8954439163208008,0.0008508451865054667,0.8945930711342953
swin_base_patch4_window7_224,imagenet,fp32,39,0,0,0.9107039570808411,0.00106921570841223,0.9096347413724288
swin_base_patch4_window7_224,imagenet,fp32,40,0,0,0.8931397795677185,0.001594057073816657,0.8915457224939018
swin_base_patch4_window7_224,imagenet,fp32,41,0,0,0.8875803351402283,0.0011967259924858809,0.8863836091477424
swin_base_patch4_window7_224,imagenet,fp32,42,0,0,0.8847674131393433,0.0024097247514873743,0.8823576883878559
swin_base_patch4_window7_224,imagenet,fp32,43,0,0,0.9090597629547119,0.0005088042235001922,0.9085509587312117
swin_base_patch4_window7_224,imagenet,fp32,44,0,0,0.8731718063354492,0.0014276885194703937,0.8717441178159788
swin_base_patch4_window7_224,imagenet,fp32,45,0,0,0.9026995301246643,0.0011361456708982587,0.901563384453766
swin_base_patch4_window7_224,imagenet,fp32,46,0,0,0.858341634273529,0.0009377312962897122,0.8574039029772393
swin_base_patch4_window7_224,imagenet,fp32,47,0,0,0.8981971144676208,0.001049170270562172,0.8971479441970587
swin_base_patch4_window7_224,imagenet,fp32,48,0,0,0.9116849899291992,0.007568827830255032,0.9041161620989442
swin_base_patch4_window7_224,imagenet,fp32,49,0,0,0.8438803553581238,0.0027481617871671915,0.8411321935709566
swin_base_patch4_window7_224,imagenet,fp32,50,1,1,0.9126587510108948,0.00232696533203125,0.9103317856788635
swin_base_patch4_window7_224,imagenet,fp32,51,1,1,0.9034740328788757,0.0007722403388470411,0.9027017925400287
swin_base_patch4_window7_224,imagenet,fp32,52,1,1,0.8920267820358276,0.0005922775599174201,0.8914345044759102
swin_base_patch4_window7_224,imagenet,fp32,53,1,1,0.9054683446884155,0.0010240967385470867,0.9044442479498684
swin_base_patch4_window7_224,imagenet,fp32,54,1,1,0.6310333013534546,0.061032719910144806,0.5700005814433098
swin_base_patch4_window7_224,imagenet,fp32,55,1,1,0.9001407623291016,0.0006154862930998206,0.8995252760360017
swin_base_patch4_window7_224,imagenet,fp32,56,1,1,0.8886695504188538,0.0027394858188927174,0.885930064599961
swin_base_patch4_window7_224,imagenet,fp32,57,1,1,0.9068307280540466,0.0011280057951807976,0.9057027222588658
swin_base_patch4_window7_224,imagenet,fp32,58,1,1,0.9108515977859497,0.0007712340448051691,0.9100803637411445
swin_base_patch4_window7_224,imagenet,fp32,59,1,1,0.8538804054260254,0.0023000931832939386,0.8515803122427315
swin_base_patch4_window7_224,imagenet,fp32,60,1,1,0.8479918837547302,0.010401114821434021,0.8375907689332962
swin_base_patch4_window7_224,imagenet,fp32,61,1,1,0.9075669646263123,0.002933815121650696,0.9046331495046616
swin_base_patch4_window7_224,imagenet,fp32,62,1,1,0.8628507852554321,0.001622733543626964,0.8612280517118052
swin_base_patch4_window7_224,imagenet,fp32,63,1,1,0.8821424245834351,0.0009080645977519453,0.8812343599856831
swin_base_patch4_window7_224,imagenet,fp32,64,1,1,0.7867996692657471,0.008813541382551193,0.7779861278831959
swin_base_patch4_window7_224,imagenet,fp32,65,1,1,0.8538854122161865,0.001265192055143416,0.8526202201610431
swin_base_patch4_window7_224,imagenet,fp32,66,1,1,0.8777403831481934,0.0013696466339752078,0.8763707365142182
swin_base_patch4_window7_224,imagenet,fp32,67,1,1,0.9011693596839905,0.0015978673473000526,0.8995714923366904
swin_base_patch4_window7_224,imagenet,fp32,68,1,1,0.896867036819458,0.004583258647471666,0.8922837781719863
swin_base_patch4_window7_224,imagenet,fp32,69,1,1,0.9176123142242432,0.0007929696585051715,0.916819344565738
swin_base_patch4_window7_224,imagenet,fp32,70,1,1,0.8450291156768799,0.017377955839037895,0.827651159837842
swin_base_patch4_window7_224,imagenet,fp32,71,1,1,0.8959362506866455,0.0007583872065879405,0.8951778634800576
swin_base_patch4_window7_224,imagenet,fp32,72,1,1,0.8949172496795654,0.0055072372779250145,0.8894100124016404
swin_base_patch4_window7_224,imagenet,fp32,73,1,1,0.7828726172447205,0.0042257425375282764,0.7786468747071922
swin_base_patch4_window7_224,imagenet,fp32,74,1,1,0.9247984290122986,0.0015663878293707967,0.9232320411829278
swin_base_patch4_window7_224,imagenet,fp32,75,1,1,0.8797264695167542,0.001206397544592619,0.8785200719721615
swin_base_patch4_window7_224,imagenet,fp32,76,1,1,0.8977966904640198,0.0027372841723263264,0.8950594062916934
swin_base_patch4_window7_224,imagenet,fp32,77,1,1,0.8636354804039001,0.005194481462240219,0.8584409989416599
swin_base_patch4_window7_224,imagenet,fp32,78,1,1,0.8765985369682312,0.0010549597209319472,0.8755435772472993
swin_base_patch4_window7_224,imagenet,fp32,79,1,1,0.8985493779182434,0.0010989177972078323,0.8974504601210356
swin_base_patch4_window7_224,imagenet,fp32,80,1,1,0.8230621814727783,0.016317712143063545,0.8067444693297148
swin_base_patch4_window7_224,imagenet,fp32,81,1,1,0.9026045203208923,0.0005958675174042583,0.9020086528034881
swin_base_patch4_window7_224,imagenet,fp32,82,1,1,0.9097241163253784,0.0015724041732028127,0.9081517121521756
swin_base_patch4_window7_224,imagenet,fp32,83,1,1,0.9058527946472168,0.0011652902467176318,0.9046875044004992
swin_base_patch4_window7_224,imagenet,fp32,84,1,1,0.8933568000793457,0.001066456432454288,0.8922903436468914
swin_base_patch4_window7_224,imagenet,fp32,85,1,1,0.8853422403335571,0.0008343419176526368,0.8845078984159045
swin_base_patch4_window7_224,imagenet,fp32,86,1,1,0.8941420316696167,0.004974528681486845,0.8891675029881299
swin_base_patch4_window7_224,imagenet,fp32,87,1,1,0.6115509271621704,0.12188070267438889,0.4896702244877815
swin_base_patch4_window7_224,imagenet,fp32,88,1,1,0.961533784866333,0.0018265889957547188,0.9597071958705783
swin_base_patch4_window7_224,imagenet,fp32,89,1,1,0.853446364402771,0.005150175653398037,0.848296188749373
swin_base_patch4_window7_224,imagenet,fp32,90,1,1,0.8752830028533936,0.007679469883441925,0.8676035329699516
swin_base_patch4_window7_224,imagenet,fp32,91,1,1,0.8669264912605286,0.007987380027770996,0.8589391112327576
swin_base_patch4_window7_224,imagenet,fp32,92,1,1,0.8543699383735657,0.0010775853879749775,0.8532923529855907
swin_base_patch4_window7_224,imagenet,fp32,93,1,1,0.872607409954071,0.009723417460918427,0.8628839924931526
swin_base_patch4_window7_224,imagenet,fp32,94,1,1,0.9048627614974976,0.0013454292202368379,0.9035173322772607
swin_base_patch4_window7_224,imagenet,fp32,95,1,1,0.8727176189422607,0.001348084886558354,0.8713695340557024
swin_base_patch4_window7_224,imagenet,fp32,96,1,1,0.8547474145889282,0.0010021778289228678,0.8537452367600054
swin_base_patch4_window7_224,imagenet,fp32,97,1,1,0.9023234844207764,0.001260157790966332,0.90106332662981
swin_base_patch4_window7_224,imagenet,fp32,98,1,1,0.9162663221359253,0.0036408635787665844,0.9126254585571587
swin_base_patch4_window7_224,imagenet,fp32,99,1,1,0.7859542965888977,0.003941231407225132,0.7820130651816726
swin_base_patch4_window7_224,imagenet,fp32,100,2,2,0.8210896253585815,0.05105070024728775,0.7700389251112938
swin_base_patch4_window7_224,imagenet,fp32,101,2,2,0.9323699474334717,0.004901868756860495,0.9274680786766112
swin_base_patch4_window7_224,imagenet,fp32,102,2,2,0.8546397686004639,0.002741283504292369,0.8518984850961715
swin_base_patch4_window7_224,imagenet,fp32,103,2,2,0.8374541401863098,0.057918813079595566,0.7795353271067142
swin_base_patch4_window7_224,imagenet,fp32,104,2,2,0.8873308300971985,0.019194139167666435,0.868136690929532
swin_base_patch4_window7_224,imagenet,fp32,105,2,2,0.8713818788528442,0.02328653074800968,0.8480953481048346
swin_base_patch4_window7_224,imagenet,fp32,106,2,2,0.8347523212432861,0.05796293541789055,0.7767893858253956
swin_base_patch4_window7_224,imagenet,fp32,107,2,2,0.557884931564331,0.13315464556217194,0.4247302860021591
swin_base_patch4_window7_224,imagenet,fp32,108,2,2,0.911774218082428,0.003021037206053734,0.9087531808763742
swin_base_patch4_window7_224,imagenet,fp32,109,2,2,0.8987588286399841,0.03847888484597206,0.8602799437940121
swin_base_patch4_window7_224,imagenet,fp32,110,2,2,0.7355745434761047,0.13505224883556366,0.6005222946405411
swin_base_patch4_window7_224,imagenet,fp32,111,2,2,0.6669603586196899,0.08523819595575333,0.5817221626639366
swin_base_patch4_window7_224,imagenet,fp32,112,2,2,0.8541863560676575,0.06023788824677467,0.7939484678208828
swin_base_patch4_window7_224,imagenet,fp32,113,2,2,0.7458767890930176,0.0966881662607193,0.6491886228322983
swin_base_patch4_window7_224,imagenet,fp32,114,2,2,0.8118728399276733,0.0421602763235569,0.7697125636041164
swin_base_patch4_window7_224,imagenet,fp32,115,2,2,0.907434344291687,0.0054430486634373665,0.9019912956282496
swin_base_patch4_window7_224,imagenet,fp32,116,2,2,0.9189814925193787,0.004057720303535461,0.9149237722158432
swin_base_patch4_window7_224,imagenet,fp32,117,2,2,0.9412636756896973,0.018376212567090988,0.9228874631226063
swin_base_patch4_window7_224,imagenet,fp32,118,2,2,0.900743305683136,0.017333947122097015,0.883409358561039
swin_base_patch4_window7_224,imagenet,fp32,119,2,2,0.7913541197776794,0.058130014687776566,0.7332241050899029
swin_base_patch4_window7_224,imagenet,fp32,120,2,2,0.906446635723114,0.01595371775329113,0.8904929179698229
swin_base_patch4_window7_224,imagenet,fp32,121,2,2,0.9162845611572266,0.0059714047238230705,0.9103131564334035
swin_base_patch4_window7_224,imagenet,fp32,122,2,2,0.7737554907798767,0.04729204252362251,0.7264634482562542
swin_base_patch4_window7_224,imagenet,fp32,123,2,2,0.8694831132888794,0.008789263665676117,0.8606938496232033
swin_base_patch4_window7_224,imagenet,fp32,124,2,2,0.9335513710975647,0.00560942804440856,0.9279419430531561
swin_base_patch4_window7_224,imagenet,fp32,125,2,2,0.7417265176773071,0.12547554075717926,0.6162509769201279
swin_base_patch4_window7_224,imagenet,fp32,126,2,2,0.8250425457954407,0.04993807524442673,0.775104470551014
swin_base_patch4_window7_224,imagenet,fp32,127,2,147,0.4204913079738617,0.3033904731273651,0.11710083484649658
swin_base_patch4_window7_224,imagenet,fp32,128,2,2,0.9004036784172058,0.05255279317498207,0.8478508852422237
swin_base_patch4_window7_224,imagenet,fp32,129,2,2,0.9327352046966553,0.0027233453001827,0.9300118593964726
swin_base_patch4_window7_224,imagenet,fp32,130,2,3,0.8162155747413635,0.10008987039327621,0.7161257043480873
swin_base_patch4_window7_224,imagenet,fp32,131,2,2,0.8740516901016235,0.014898991212248802,0.8591526988893747
swin_base_patch4_window7_224,imagenet,fp32,132,2,2,0.8403756618499756,0.03375115990638733,0.8066245019435883
swin_base_patch4_window7_224,imagenet,fp32,133,2,2,0.9453364014625549,0.0061839246191084385,0.9391524768434465
swin_base_patch4_window7_224,imagenet,fp32,134,2,2,0.7524310946464539,0.05680849775671959,0.6956225968897343
swin_base_patch4_window7_224,imagenet,fp32,135,2,2,0.8521761298179626,0.009357448667287827,0.8428186811506748
swin_base_patch4_window7_224,imagenet,fp32,136,2,2,0.9065589904785156,0.006421064026653767,0.9001379264518619
swin_base_patch4_window7_224,imagenet,fp32,137,2,2,0.9410259127616882,0.008809137158095837,0.9322167756035924
swin_base_patch4_window7_224,imagenet,fp32,138,2,2,0.7402284145355225,0.15741954743862152,0.5828088670969009
swin_base_patch4_window7_224,imagenet,fp32,139,2,2,0.886656641960144,0.040584463626146317,0.8460721783339977
swin_base_patch4_window7_224,imagenet,fp32,140,2,2,0.9119412899017334,0.0029258443973958492,0.9090154455043375
swin_base_patch4_window7_224,imagenet,fp32,141,2,2,0.8370433449745178,0.0425766259431839,0.7944667190313339
swin_base_patch4_window7_224,imagenet,fp32,142,2,2,0.8625007271766663,0.023141037672758102,0.8393596895039082
swin_base_patch4_window7_224,imagenet,fp32,143,2,3,0.7446444630622864,0.0531935915350914,0.691450871527195
swin_base_patch4_window7_224,imagenet,fp32,144,2,2,0.8956337571144104,0.013955781236290932,0.8816779758781195
swin_base_patch4_window7_224,imagenet,fp32,145,2,4,0.43971189856529236,0.2879633605480194,0.15174853801727295
swin_base_patch4_window7_224,imagenet,fp32,146,2,2,0.678215742111206,0.1119188442826271,0.566296897828579
swin_base_patch4_window7_224,imagenet,fp32,147,2,2,0.42690837383270264,0.2623192369937897,0.16458913683891296
swin_base_patch4_window7_224,imagenet,fp32,148,2,2,0.8815677165985107,0.014433764852583408,0.8671339517459273
swin_base_patch4_window7_224,imagenet,fp32,149,2,2,0.939302384853363,0.002554804552346468,0.9367475803010166
swin_base_patch4_window7_224,imagenet,fp32,150,3,3,0.8295542001724243,0.042899858206510544,0.7866543419659138
swin_base_patch4_window7_224,imagenet,fp32,151,3,3,0.8035132884979248,0.043140873312950134,0.7603724151849747
swin_base_patch4_window7_224,imagenet,fp32,152,3,3,0.8930339217185974,0.02119380235671997,0.8718401193618774
swin_base_patch4_window7_224,imagenet,fp32,153,3,3,0.39485323429107666,0.3826063573360443,0.012246876955032349
swin_base_patch4_window7_224,imagenet,fp32,154,3,3,0.86066734790802,0.01860688254237175,0.8420604653656483
swin_base_patch4_window7_224,imagenet,fp32,155,3,3,0.8041526079177856,0.03876148536801338,0.7653911225497723
swin_base_patch4_window7_224,imagenet,fp32,156,3,3,0.8673174977302551,0.02180507592856884,0.8455124218016863
swin_base_patch4_window7_224,imagenet,fp32,157,3,3,0.8164879679679871,0.04256609454751015,0.7739218734204769
swin_base_patch4_window7_224,imagenet,fp32,158,3,3,0.7769119143486023,0.08001215010881424,0.696899764239788
swin_base_patch4_window7_224,imagenet,fp32,159,3,3,0.8617879152297974,0.014479482546448708,0.8473084326833487
swin_base_patch4_window7_224,imagenet,fp32,160,3,3,0.8088255524635315,0.010093382559716702,0.7987321699038148
swin_base_patch4_window7_224,imagenet,fp32,161,3,3,0.8628169894218445,0.030471477657556534,0.832345511764288
swin_base_patch4_window7_224,imagenet,fp32,162,3,4,0.5491344928741455,0.2312915176153183,0.3178429752588272
swin_base_patch4_window7_224,imagenet,fp32,163,3,3,0.9275429844856262,0.011032149195671082,0.9165108352899551
swin_base_patch4_window7_224,imagenet,fp32,164,3,147,0.5684524774551392,0.07779622077941895,0.4906562566757202
swin_base_patch4_window7_224,imagenet,fp32,165,3,2,0.5895909667015076,0.248740091919899,0.3408508747816086
swin_base_patch4_window7_224,imagenet,fp32,166,3,5,0.1004243865609169,0.04391995444893837,0.05650443211197853
swin_base_patch4_window7_224,imagenet,fp32,167,3,3,0.8659725785255432,0.011949372477829456,0.8540232060477138
swin_base_patch4_window7_224,imagenet,fp32,168,3,3,0.8785772323608398,0.006507814396172762,0.8720694179646671
swin_base_patch4_window7_224,imagenet,fp32,169,3,3,0.8985030055046082,0.013827075250446796,0.8846759302541614
swin_base_patch4_window7_224,imagenet,fp32,170,3,3,0.8733350038528442,0.02537655271589756,0.8479584511369467
swin_base_patch4_window7_224,imagenet,fp32,171,3,3,0.8178421854972839,0.03365045413374901,0.7841917313635349
swin_base_patch4_window7_224,imagenet,fp32,172,3,3,0.9292327761650085,0.00986081175506115,0.9193719644099474
swin_base_patch4_window7_224,imagenet,fp32,173,3,3,0.8044978976249695,0.01877552457153797,0.7857223730534315
swin_base_patch4_window7_224,imagenet,fp32,174,3,3,0.6943157911300659,0.07519274204969406,0.6191230490803719
swin_base_patch4_window7_224,imagenet,fp32,175,3,147,0.6885306239128113,0.03546150028705597,0.6530691236257553
swin_base_patch4_window7_224,imagenet,fp32,176,3,3,0.8817535042762756,0.01846281811594963,0.863290686160326
swin_base_patch4_window7_224,imagenet,fp32,177,3,3,0.7666268944740295,0.02894647605717182,0.7376804184168577
swin_base_patch4_window7_224,imagenet,fp32,178,3,3,0.7819440960884094,0.10031569004058838,0.681628406047821
swin_base_patch4_window7_224,imagenet,fp32,179,3,3,0.9311134815216064,0.009165401570498943,0.9219480799511075
swin_base_patch4_window7_224,imagenet,fp32,180,3,3,0.8680580258369446,0.022239241749048233,0.8458187840878963
swin_base_patch4_window7_224,imagenet,fp32,181,3,3,0.7446765899658203,0.06548755615949631,0.679189033806324
swin_base_patch4_window7_224,imagenet,fp32,182,3,3,0.9100047945976257,0.005752890836447477,0.9042519037611783
swin_base_patch4_window7_224,imagenet,fp32,183,3,3,0.7529829740524292,0.054166268557310104,0.6988167054951191
swin_base_patch4_window7_224,imagenet,fp32,184,3,3,0.8125324845314026,0.04054456576704979,0.7719879187643528
swin_base_patch4_window7_224,imagenet,fp32,185,3,3,0.8540041446685791,0.0019511888967826962,0.8520529557717964
swin_base_patch4_window7_224,imagenet,fp32,186,3,3,0.730617344379425,0.06914776563644409,0.661469578742981
swin_base_patch4_window7_224,imagenet,fp32,187,3,4,0.4402957856655121,0.25543704628944397,0.18485873937606812
swin_base_patch4_window7_224,imagenet,fp32,188,3,3,0.8133178949356079,0.07004494220018387,0.743272952735424
swin_base_patch4_window7_224,imagenet,fp32,189,3,3,0.8736656308174133,0.02061796747148037,0.853047663345933
swin_base_patch4_window7_224,imagenet,fp32,190,3,3,0.8945704698562622,0.029567666351795197,0.865002803504467
swin_base_patch4_window7_224,imagenet,fp32,191,3,3,0.8900622725486755,0.030504582449793816,0.8595576900988817
swin_base_patch4_window7_224,imagenet,fp32,192,3,3,0.9186397194862366,0.005048356484621763,0.9135913630016148
swin_base_patch4_window7_224,imagenet,fp32,193,3,3,0.7719076871871948,0.11227940022945404,0.6596282869577408
swin_base_patch4_window7_224,imagenet,fp32,194,3,3,0.8990523815155029,0.007261854596436024,0.8917905269190669
swin_base_patch4_window7_224,imagenet,fp32,195,3,3,0.7811988592147827,0.029769567772746086,0.7514292914420366
swin_base_patch4_window7_224,imagenet,fp32,196,3,3,0.4134356677532196,0.08779556304216385,0.32564010471105576
swin_base_patch4_window7_224,imagenet,fp32,197,3,3,0.36508461833000183,0.14140459895133972,0.2236800193786621
swin_base_patch4_window7_224,imagenet,fp32,198,3,3,0.8774389624595642,0.008608896285295486,0.8688300661742687
swin_base_patch4_window7_224,imagenet,fp32,199,3,2,0.5383824706077576,0.3168785274028778,0.22150394320487976
swin_base_patch4_window7_224,imagenet,fp32,200,4,4,0.9103949666023254,0.0066627259366214275,0.903732240665704
swin_base_patch4_window7_224,imagenet,fp32,201,4,4,0.7708495259284973,0.054306451231241226,0.7165430746972561
swin_base_patch4_window7_224,imagenet,fp32,202,4,4,0.8980931639671326,0.0024607398081570864,0.8956324241589755
swin_base_patch4_window7_224,imagenet,fp32,203,4,4,0.9079563617706299,0.02043801173567772,0.8875183500349522
swin_base_patch4_window7_224,imagenet,fp32,204,4,4,0.8579248189926147,0.010882675647735596,0.8470421433448792
swin_base_patch4_window7_224,imagenet,fp32,205,4,4,0.642073392868042,0.14553524553775787,0.4965381473302841
swin_base_patch4_window7_224,imagenet,fp32,206,4,4,0.8541361093521118,0.021740052849054337,0.8323960565030575
swin_base_patch4_window7_224,imagenet,fp32,207,4,4,0.9069769382476807,0.011666228994727135,0.8953107092529535
swin_base_patch4_window7_224,imagenet,fp32,208,4,4,0.7064234614372253,0.07076189666986465,0.6356615647673607
swin_base_patch4_window7_224,imagenet,fp32,209,4,4,0.9543995261192322,0.0008865512791089714,0.9535129748401232
swin_base_patch4_window7_224,imagenet,fp32,210,4,4,0.9611508250236511,0.002123610582202673,0.9590272144414485
swin_base_patch4_window7_224,imagenet,fp32,211,4,4,0.910836935043335,0.00464431568980217,0.9061926193535328
swin_base_patch4_window7_224,imagenet,fp32,212,4,4,0.9283967614173889,0.002075617667287588,0.9263211437501013
swin_base_patch4_window7_224,imagenet,fp32,213,4,4,0.8660573363304138,0.004879443906247616,0.8611778924241662
swin_base_patch4_window7_224,imagenet,fp32,214,4,4,0.8663728833198547,0.025772878900170326,0.8406000044196844
swin_base_patch4_window7_224,imagenet,fp32,215,4,4,0.9568101167678833,0.0011468741577118635,0.9556632426101714
swin_base_patch4_window7_224,imagenet,fp32,216,4,4,0.8228325247764587,0.005923108663409948,0.8169094161130488
swin_base_patch4_window7_224,imagenet,fp32,217,4,4,0.6832916140556335,0.09861268848180771,0.5846789255738258
swin_base_patch4_window7_224,imagenet,fp32,218,4,4,0.8818414807319641,0.014222159050405025,0.8676193216815591
swin_base_patch4_window7_224,imagenet,fp32,219,4,4,0.9076322913169861,0.005526205524802208,0.9021060857921839
swin_base_patch4_window7_224,imagenet,fp32,220,4,4,0.7686300277709961,0.05361403524875641,0.7150159925222397
swin_base_patch4_window7_224,imagenet,fp32,221,4,2,0.691685140132904,0.10669827461242676,0.5849868655204773
swin_base_patch4_window7_224,imagenet,fp32,222,4,4,0.9335725903511047,0.0010017266031354666,0.9325708637479693
swin_base_patch4_window7_224,imagenet,fp32,223,4,4,0.635383665561676,0.17520658671855927,0.46017707884311676
swin_base_patch4_window7_224,imagenet,fp32,224,4,4,0.8198360800743103,0.028072236105799675,0.7917638439685106
swin_base_patch4_window7_224,imagenet,fp32,225,4,4,0.8732351660728455,0.015177127905189991,0.8580580381676555
swin_base_patch4_window7_224,imagenet,fp32,226,4,4,0.6151756048202515,0.144138902425766,0.4710367023944855
swin_base_patch4_window7_224,imagenet,fp32,227,4,4,0.8606714010238647,0.009280321188271046,0.8513910798355937
swin_base_patch4_window7_224,imagenet,fp32,228,4,4,0.8393567800521851,0.008308760821819305,0.8310480192303658
swin_base_patch4_window7_224,imagenet,fp32,229,4,4,0.9345232844352722,0.0014544506557285786,0.9330688337795436
swin_base_patch4_window7_224,imagenet,fp32,230,4,4,0.8838335871696472,0.01298342365771532,0.8708501635119319
swin_base_patch4_window7_224,imagenet,fp32,231,4,4,0.9225568175315857,0.0061480822041630745,0.9164087353274226
swin_base_patch4_window7_224,imagenet,fp32,232,4,4,0.8121147751808167,0.012959147803485394,0.7991556273773313
swin_base_patch4_window7_224,imagenet,fp32,233,4,4,0.9261180758476257,0.001695473794825375,0.9244226020528004
swin_base_patch4_window7_224,imagenet,fp32,234,4,6,0.46123006939888,0.2541295886039734,0.20710048079490662
swin_base_patch4_window7_224,imagenet,fp32,235,4,4,0.32306694984436035,0.27722546458244324,0.045841485261917114
swin_base_patch4_window7_224,imagenet,fp32,236,4,4,0.9100313782691956,0.017196545377373695,0.8928348328918219
swin_base_patch4_window7_224,imagenet,fp32,237,4,4,0.8526153564453125,0.027687018737196922,0.8249283377081156
swin_base_patch4_window7_224,imagenet,fp32,238,4,4,0.807612955570221,0.026692893356084824,0.7809200622141361
swin_base_patch4_window7_224,imagenet,fp32,239,4,4,0.69561368227005,0.062093399465084076,0.633520282804966
swin_base_patch4_window7_224,imagenet,fp32,240,4,4,0.7689093351364136,0.09688284248113632,0.6720264926552773
swin_base_patch4_window7_224,imagenet,fp32,241,4,4,0.850490391254425,0.014417593367397785,0.8360727978870273
swin_base_patch4_window7_224,imagenet,fp32,242,4,4,0.9194802045822144,0.0021306052803993225,0.917349599301815
swin_base_patch4_window7_224,imagenet,fp32,243,4,4,0.9423261284828186,0.0010459909681230783,0.9412801375146955
swin_base_patch4_window7_224,imagenet,fp32,244,4,4,0.9193064570426941,0.00417132955044508,0.915135127492249
swin_base_patch4_window7_224,imagenet,fp32,245,4,4,0.9302211403846741,0.0049248551949858665,0.9252962851896882
swin_base_patch4_window7_224,imagenet,fp32,246,4,4,0.8621968626976013,0.013175862841308117,0.8490209998562932
swin_base_patch4_window7_224,imagenet,fp32,247,4,4,0.9023404717445374,0.008364020846784115,0.8939764508977532
