model,dataset,precision,image_id,top1_prob,top2_prob,top_diff,top1_class,top2_class
swin_base_patch4_window7_224,imagenet,fp32,38392,0.8336793780326843,0.10158898681402206,0.7320903912186623,898,899
swin_base_patch4_window7_224,imagenet,fp32,40841,0.8902345299720764,0.000372182548744604,0.8898623474233318,956,955
swin_base_patch4_window7_224,imagenet,fp32,32712,0.8063998222351074,0.06507152318954468,0.7413282990455627,762,907
swin_base_patch4_window7_224,imagenet,fp32,10735,0.8517557978630066,0.025286797434091568,0.826469000428915,244,200
swin_base_patch4_window7_224,imagenet,fp32,16107,0.8370146155357361,0.011774806305766106,0.82523980922997,366,367
swin_base_patch4_window7_224,imagenet,fp32,40738,0.8605381846427917,0.0023757691960781813,0.8581624154467136,954,950
swin_base_patch4_window7_224,imagenet,fp32,31502,0.8792495727539062,0.00885280966758728,0.870396763086319,733,920
swin_base_patch4_window7_224,imagenet,fp32,15369,0.6740140318870544,0.1637166142463684,0.510297417640686,349,348
swin_base_patch4_window7_224,imagenet,fp32,28800,0.9120534658432007,0.008465529419481754,0.9035879364237189,669,564
swin_base_patch4_window7_224,imagenet,fp32,41613,0.9810895323753357,0.004160815849900246,0.9769287165254354,975,706
swin_base_patch4_window7_224,imagenet,fp32,39201,0.464968740940094,0.13387657701969147,0.3310921639204025,919,489
swin_base_patch4_window7_224,imagenet,fp32,33325,0.9302970767021179,0.0050124130211770535,0.9252846636809409,776,683
swin_base_patch4_window7_224,imagenet,fp32,38441,0.9055764079093933,0.002454074565321207,0.9031223333440721,900,409
swin_base_patch4_window7_224,imagenet,fp32,41490,0.9086523652076721,0.0060446602292358875,0.9026077049784362,972,970
swin_base_patch4_window7_224,imagenet,fp32,23676,0.24036242067813873,0.1656298041343689,0.07473261654376984,549,865
swin_base_patch4_window7_224,imagenet,fp32,37064,0.7818875908851624,0.07141890376806259,0.7104686871170998,867,675
swin_base_patch4_window7_224,imagenet,fp32,11537,0.9009721875190735,0.004939804319292307,0.8960323831997812,262,254
swin_base_patch4_window7_224,imagenet,fp32,10610,0.8350698947906494,0.09217117726802826,0.7428987175226212,241,240
swin_base_patch4_window7_224,imagenet,fp32,10231,0.8492398858070374,0.06206420063972473,0.7871756851673126,231,230
swin_base_patch4_window7_224,imagenet,fp32,8024,0.9685859084129333,0.016161620616912842,0.9524242877960205,180,179
swin_base_patch4_window7_224,imagenet,fp32,26068,0.9093624949455261,0.0003653826715890318,0.9089971122739371,604,773
swin_base_patch4_window7_224,imagenet,fp32,5208,0.8721566796302795,0.002153888111934066,0.8700027915183455,117,113
swin_base_patch4_window7_224,imagenet,fp32,21729,0.8782147169113159,0.0488012470304966,0.8294134698808193,501,399
swin_base_patch4_window7_224,imagenet,fp32,23603,0.841612696647644,0.0324682779610157,0.8091444186866283,547,705
swin_base_patch4_window7_224,imagenet,fp32,38207,0.741241991519928,0.1447524130344391,0.5964895784854889,894,799
swin_base_patch4_window7_224,imagenet,fp32,29098,0.9494357109069824,0.007131093647330999,0.9423046172596514,677,600
swin_base_patch4_window7_224,imagenet,fp32,26613,0.3573818504810333,0.2497660219669342,0.10761582851409912,616,653
swin_base_patch4_window7_224,imagenet,fp32,27300,0.8226546049118042,0.002724047051742673,0.8199305578600615,633,425
swin_base_patch4_window7_224,imagenet,fp32,32226,0.3881659209728241,0.3800766170024872,0.008089303970336914,751,479
swin_base_patch4_window7_224,imagenet,fp32,19189,0.9359369277954102,0.0026397700421512127,0.9332971577532589,439,652
swin_base_patch4_window7_224,imagenet,fp32,10616,0.2905794382095337,0.10746966302394867,0.18310977518558502,241,238
swin_base_patch4_window7_224,imagenet,fp32,12016,0.8838201761245728,0.001140749896876514,0.8826794262276962,274,271
swin_base_patch4_window7_224,imagenet,fp32,14195,0.8563857078552246,0.02737247571349144,0.8290132321417332,323,946
swin_base_patch4_window7_224,imagenet,fp32,35257,0.8710861802101135,0.008014779537916183,0.8630714006721973,822,837
swin_base_patch4_window7_224,imagenet,fp32,15132,0.8182705044746399,0.05643815919756889,0.761832345277071,343,342
swin_base_patch4_window7_224,imagenet,fp32,9190,0.7165499329566956,0.08703403919935226,0.6295158937573433,208,837
swin_base_patch4_window7_224,imagenet,fp32,25379,0.776951789855957,0.04442969709634781,0.7325220927596092,587,677
swin_base_patch4_window7_224,imagenet,fp32,24861,0.955586314201355,0.0016681232955306768,0.9539181909058243,575,609
swin_base_patch4_window7_224,imagenet,fp32,38012,0.8686837553977966,0.006058262195438147,0.8626254932023585,889,486
swin_base_patch4_window7_224,imagenet,fp32,27275,0.9415930509567261,0.009278864599764347,0.9323141863569617,632,754
swin_base_patch4_window7_224,imagenet,fp32,18932,0.7403879165649414,0.04793933779001236,0.692448578774929,432,683
swin_base_patch4_window7_224,imagenet,fp32,15479,0.8075608015060425,0.04293414205312729,0.7646266594529152,352,353
swin_base_patch4_window7_224,imagenet,fp32,21013,0.9106510877609253,0.020184963941574097,0.8904661238193512,483,698
swin_base_patch4_window7_224,imagenet,fp32,4392,0.8900198340415955,0.0038408066611737013,0.8861790273804218,99,100
swin_base_patch4_window7_224,imagenet,fp32,26277,0.900605320930481,0.0018547812942415476,0.8987505396362394,608,655
swin_base_patch4_window7_224,imagenet,fp32,18416,0.7201265692710876,0.014677193015813828,0.7054493762552738,420,546
swin_base_patch4_window7_224,imagenet,fp32,7956,0.9021521210670471,0.0016516826581209898,0.9005004384089261,178,209
swin_base_patch4_window7_224,imagenet,fp32,7067,0.9402927160263062,0.005600153002887964,0.9346925630234182,157,151
swin_base_patch4_window7_224,imagenet,fp32,37940,0.9059960842132568,0.004807353485375643,0.9011887307278812,888,839
swin_base_patch4_window7_224,imagenet,fp32,17436,0.8616235256195068,0.004853987134993076,0.8567695384845138,397,973
swin_base_patch4_window7_224,imagenet,fp32,18742,0.92256098985672,0.0034779151901602745,0.9190830746665597,428,607
swin_base_patch4_window7_224,imagenet,fp32,36823,0.8538682460784912,0.01974530890583992,0.8341229371726513,861,731
swin_base_patch4_window7_224,imagenet,fp32,40504,0.8755823969841003,0.05224493145942688,0.8233374655246735,949,927
swin_base_patch4_window7_224,imagenet,fp32,35057,0.10609771311283112,0.09539355337619781,0.0107041597366333,818,545
swin_base_patch4_window7_224,imagenet,fp32,15477,0.6023949980735779,0.04028861224651337,0.5621063858270645,351,352
swin_base_patch4_window7_224,imagenet,fp32,23511,0.8779686093330383,0.0009796075755730271,0.8769890017574653,545,811
swin_base_patch4_window7_224,imagenet,fp32,191,0.8579248189926147,0.010882675647735596,0.8470421433448792,4,6
swin_base_patch4_window7_224,imagenet,fp32,13170,0.8585357069969177,0.00402172701433301,0.8545139799825847,300,302
swin_base_patch4_window7_224,imagenet,fp32,34961,0.8148770332336426,0.0023642294108867645,0.8125128038227558,815,971
swin_base_patch4_window7_224,imagenet,fp32,340,0.8865310549736023,0.016700061038136482,0.8698309939354658,7,8
swin_base_patch4_window7_224,imagenet,fp32,866,0.9353225827217102,0.002046905690804124,0.9332756770309061,18,17
swin_base_patch4_window7_224,imagenet,fp32,1102,0.8599981665611267,0.003331934567540884,0.8566662319935858,23,22
swin_base_patch4_window7_224,imagenet,fp32,21764,0.8630711436271667,0.006290126591920853,0.8567810170352459,502,788
swin_base_patch4_window7_224,imagenet,fp32,23230,0.8927524089813232,0.016671765595674515,0.8760806433856487,538,668
swin_base_patch4_window7_224,imagenet,fp32,5062,0.868839681148529,0.007197951432317495,0.8616417297162116,113,114
swin_base_patch4_window7_224,imagenet,fp32,19803,0.7371347546577454,0.13690608739852905,0.6002286672592163,453,548
swin_base_patch4_window7_224,imagenet,fp32,14213,0.8853626251220703,0.002169061917811632,0.8831935632042587,324,325
swin_base_patch4_window7_224,imagenet,fp32,12074,0.9129335880279541,0.0022529049310833216,0.9106806830968708,275,276
swin_base_patch4_window7_224,imagenet,fp32,3703,0.884307324886322,0.0026786341331899166,0.8816286907531321,85,86
swin_base_patch4_window7_224,imagenet,fp32,2792,0.7767130136489868,0.02675931714475155,0.7499536965042353,63,60
swin_base_patch4_window7_224,imagenet,fp32,23977,0.9318064451217651,0.002316869329661131,0.929489575792104,556,789
swin_base_patch4_window7_224,imagenet,fp32,3539,0.8959359526634216,0.0011952900094911456,0.8947406626539305,81,86
swin_base_patch4_window7_224,imagenet,fp32,27868,0.8807547688484192,0.0007599538075737655,0.8799948150408454,646,506
swin_base_patch4_window7_224,imagenet,fp32,25623,0.2936016023159027,0.224557563662529,0.06904403865337372,593,929
swin_base_patch4_window7_224,imagenet,fp32,1760,0.8907476663589478,0.0043535493314266205,0.8863941170275211,38,44
swin_base_patch4_window7_224,imagenet,fp32,35485,0.8053070306777954,0.0053857797756791115,0.7999212509021163,828,618
swin_base_patch4_window7_224,imagenet,fp32,42191,0.8708499073982239,0.0035813425201922655,0.8672685648780316,989,15
swin_base_patch4_window7_224,imagenet,fp32,27742,0.8586769104003906,0.006561311427503824,0.8521155989728868,644,767
swin_base_patch4_window7_224,imagenet,fp32,32904,0.8947728276252747,0.0014403091045096517,0.893332518520765,766,859
swin_base_patch4_window7_224,imagenet,fp32,21038,0.916778028011322,0.012115131132304668,0.9046628968790174,484,871
swin_base_patch4_window7_224,imagenet,fp32,17404,0.8500896096229553,0.011043996550142765,0.8390456130728126,396,973
swin_base_patch4_window7_224,imagenet,fp32,12603,0.8386550545692444,0.04306366294622421,0.7955913916230202,288,290
swin_base_patch4_window7_224,imagenet,fp32,1298,0.913068413734436,0.011945037171244621,0.9011233765631914,27,26
swin_base_patch4_window7_224,imagenet,fp32,34230,0.9208086133003235,0.00265888380818069,0.9181497294921428,798,769
swin_base_patch4_window7_224,imagenet,fp32,11981,0.8936721086502075,0.001564458361826837,0.8921076502883807,273,274
swin_base_patch4_window7_224,imagenet,fp32,23130,0.6436176896095276,0.058027271181344986,0.5855904184281826,536,718
swin_base_patch4_window7_224,imagenet,fp32,5495,0.7532209753990173,0.04304112493991852,0.7101798504590988,123,124
swin_base_patch4_window7_224,imagenet,fp32,26026,0.8628509044647217,0.004880181979387999,0.8579707224853337,603,690
swin_base_patch4_window7_224,imagenet,fp32,17235,0.8147662281990051,0.04919799789786339,0.7655682303011417,393,108
swin_base_patch4_window7_224,imagenet,fp32,24429,0.9205301403999329,0.0013449895195662975,0.9191851508803666,566,432
swin_base_patch4_window7_224,imagenet,fp32,18157,0.6587765216827393,0.051420874893665314,0.6073556467890739,414,636
swin_base_patch4_window7_224,imagenet,fp32,2085,0.3352603018283844,0.20931550860404968,0.12594479322433472,46,40
swin_base_patch4_window7_224,imagenet,fp32,41861,0.8900237083435059,0.01994471438229084,0.870078993961215,982,578
swin_base_patch4_window7_224,imagenet,fp32,37075,0.5888974070549011,0.17922799289226532,0.4096694141626358,867,864
swin_base_patch4_window7_224,imagenet,fp32,26889,0.8422079086303711,0.03905560076236725,0.8031523078680038,623,418
swin_base_patch4_window7_224,imagenet,fp32,13831,0.9119057059288025,0.0009977328591048717,0.9109079730696976,316,309
swin_base_patch4_window7_224,imagenet,fp32,31898,0.7939576506614685,0.15529502928256989,0.6386626213788986,742,713
swin_base_patch4_window7_224,imagenet,fp32,29977,0.8658524751663208,0.009407984092831612,0.8564444910734892,698,483
swin_base_patch4_window7_224,imagenet,fp32,2603,0.813574492931366,0.020157834514975548,0.7934166584163904,58,30
swin_base_patch4_window7_224,imagenet,fp32,12102,0.8714134693145752,0.003484653541818261,0.8679288157727569,275,274
swin_base_patch4_window7_224,imagenet,fp32,3568,0.7724551558494568,0.035981714725494385,0.7364734411239624,82,86
swin_base_patch4_window7_224,imagenet,fp32,39762,0.9103108048439026,0.0016273444052785635,0.908683460438624,932,931
swin_base_patch4_window7_224,imagenet,fp32,22321,0.8384669423103333,0.033743198961019516,0.8047237433493137,516,431
swin_base_patch4_window7_224,imagenet,fp32,4949,0.9230373501777649,0.00048437502118758857,0.9225529751565773,111,623
swin_base_patch4_window7_224,imagenet,fp32,37255,0.8817546367645264,0.04000740498304367,0.8417472317814827,871,484
swin_base_patch4_window7_224,imagenet,fp32,41107,0.7171539664268494,0.02438030205667019,0.6927736643701792,963,499
swin_base_patch4_window7_224,imagenet,fp32,6267,0.9036948680877686,0.0017337623285129666,0.9019611057592556,140,142
swin_base_patch4_window7_224,imagenet,fp32,4064,0.8912599086761475,0.00046619781642220914,0.8907937108597253,92,722
swin_base_patch4_window7_224,imagenet,fp32,42604,0.493903785943985,0.3353637456893921,0.1585400402545929,999,700
swin_base_patch4_window7_224,imagenet,fp32,15970,0.8922277092933655,0.00044809357495978475,0.8917796157184057,363,126
swin_base_patch4_window7_224,imagenet,fp32,9291,0.8735522627830505,0.017369380220770836,0.8561828825622797,210,164
swin_base_patch4_window7_224,imagenet,fp32,14457,0.929839551448822,0.0013618255034089088,0.9284777259454131,329,110
swin_base_patch4_window7_224,imagenet,fp32,27687,0.8936004638671875,0.005312382243573666,0.8882880816236138,643,552
swin_base_patch4_window7_224,imagenet,fp32,25177,0.8840598464012146,0.010716729797422886,0.8733431166037917,582,790
swin_base_patch4_window7_224,imagenet,fp32,1012,0.8691067695617676,0.002299231942743063,0.8668075376190245,21,85
swin_base_patch4_window7_224,imagenet,fp32,37576,0.7099238038063049,0.011245433241128922,0.698678370565176,879,929
swin_base_patch4_window7_224,imagenet,fp32,17119,0.8528684973716736,0.06597119569778442,0.7868973016738892,390,58
swin_base_patch4_window7_224,imagenet,fp32,2691,0.5457111597061157,0.18993036448955536,0.35578079521656036,60,63
swin_base_patch4_window7_224,imagenet,fp32,8311,0.6039939522743225,0.15524166822433472,0.4487522840499878,187,193
swin_base_patch4_window7_224,imagenet,fp32,25209,0.8891575932502747,0.00259731849655509,0.8865602747537196,583,634
swin_base_patch4_window7_224,imagenet,fp32,17649,0.7464719414710999,0.03505893051624298,0.7114130109548569,402,546
swin_base_patch4_window7_224,imagenet,fp32,26955,0.9051560759544373,0.0004916174220852554,0.904664458532352,625,914
swin_base_patch4_window7_224,imagenet,fp32,19664,0.8957297205924988,0.00039370555896312,0.8953360150335357,450,573
swin_base_patch4_window7_224,imagenet,fp32,6135,0.901440441608429,0.0010943280067294836,0.9003461136016995,137,97
swin_base_patch4_window7_224,imagenet,fp32,12651,0.8233622312545776,0.032152220606803894,0.7912100106477737,289,288
swin_base_patch4_window7_224,imagenet,fp32,37913,0.9048329591751099,0.01004902645945549,0.8947839327156544,887,501
swin_base_patch4_window7_224,imagenet,fp32,18499,0.9162077903747559,0.0031270014587789774,0.9130807889159769,422,602
swin_base_patch4_window7_224,imagenet,fp32,15762,0.4990276098251343,0.3288659155368805,0.17016169428825378,359,356
swin_base_patch4_window7_224,imagenet,fp32,6139,0.8933794498443604,0.001276166527532041,0.8921032833168283,137,136
swin_base_patch4_window7_224,imagenet,fp32,5546,0.7805987596511841,0.023204222321510315,0.7573945373296738,124,123
swin_base_patch4_window7_224,imagenet,fp32,37024,0.85047447681427,0.02394816093146801,0.826526315882802,866,595
swin_base_patch4_window7_224,imagenet,fp32,31914,0.960452139377594,0.005868620239198208,0.9545835191383958,743,905
swin_base_patch4_window7_224,imagenet,fp32,5434,0.8617509007453918,0.005508402828127146,0.8562424979172647,122,123
swin_base_patch4_window7_224,imagenet,fp32,37754,0.5477413535118103,0.1554245799779892,0.3923167735338211,883,725
swin_base_patch4_window7_224,imagenet,fp32,27854,0.7736945152282715,0.013475312851369381,0.7602192023769021,646,573
swin_base_patch4_window7_224,imagenet,fp32,15598,0.8828167915344238,0.0012654083548113704,0.8815513831796125,354,209
swin_base_patch4_window7_224,imagenet,fp32,32401,0.8321887254714966,0.008007763884961605,0.824180961586535,755,538
swin_base_patch4_window7_224,imagenet,fp32,27223,0.6500423550605774,0.24730634689331055,0.40273600816726685,631,838
swin_base_patch4_window7_224,imagenet,fp32,103,0.8713818788528442,0.02328653074800968,0.8480953481048346,2,4
swin_base_patch4_window7_224,imagenet,fp32,10806,0.9548046588897705,0.0055014342069625854,0.9493032246828079,245,195
swin_base_patch4_window7_224,imagenet,fp32,14424,0.5634937882423401,0.11345323920249939,0.4500405490398407,328,116
swin_base_patch4_window7_224,imagenet,fp32,39330,0.7903369665145874,0.003432495752349496,0.7869044707622379,922,923
swin_base_patch4_window7_224,imagenet,fp32,39516,0.9049498438835144,0.007912922650575638,0.8970369212329388,926,909
swin_base_patch4_window7_224,imagenet,fp32,30918,0.9668951034545898,0.0016126385889947414,0.9652824648655951,720,773
swin_base_patch4_window7_224,imagenet,fp32,3657,0.8916913866996765,0.0004907628754153848,0.8912006238242611,84,7
swin_base_patch4_window7_224,imagenet,fp32,33487,0.6199162006378174,0.2184642106294632,0.4014519900083542,780,914
swin_base_patch4_window7_224,imagenet,fp32,12865,0.8443815112113953,0.033454716205596924,0.8109267950057983,294,295
swin_base_patch4_window7_224,imagenet,fp32,41932,0.9042497873306274,0.000609148817602545,0.9036406385130249,984,958
swin_base_patch4_window7_224,imagenet,fp32,25113,0.6580401062965393,0.06758193671703339,0.5904581695795059,581,468
swin_base_patch4_window7_224,imagenet,fp32,3359,0.5472113490104675,0.30035510659217834,0.24685624241828918,77,73
swin_base_patch4_window7_224,imagenet,fp32,13149,0.8634804487228394,0.022328710183501244,0.8411517385393381,300,302
swin_base_patch4_window7_224,imagenet,fp32,23291,0.9004644751548767,0.0009005283354781568,0.8995639468193986,540,536
swin_base_patch4_window7_224,imagenet,fp32,32351,0.7086620926856995,0.043992701917886734,0.6646693907678127,754,482
swin_base_patch4_window7_224,imagenet,fp32,2797,0.8925119042396545,0.00291639962233603,0.8895955046173185,63,60
swin_base_patch4_window7_224,imagenet,fp32,32386,0.8550154566764832,0.005680577363818884,0.8493348793126643,755,127
swin_base_patch4_window7_224,imagenet,fp32,31973,0.9255920052528381,0.003539161989465356,0.9220528432633728,745,662
swin_base_patch4_window7_224,imagenet,fp32,7423,0.8970240950584412,0.020871099084615707,0.8761529959738255,165,163
swin_base_patch4_window7_224,imagenet,fp32,13082,0.6023193001747131,0.2518603503704071,0.35045894980430603,299,298
swin_base_patch4_window7_224,imagenet,fp32,2891,0.5128384828567505,0.23422785103321075,0.27861063182353973,65,390
swin_base_patch4_window7_224,imagenet,fp32,37284,0.9303921461105347,0.007211318239569664,0.923180827870965,872,759
swin_base_patch4_window7_224,imagenet,fp32,803,0.8659346103668213,0.00210826238617301,0.8638263479806483,17,18
swin_base_patch4_window7_224,imagenet,fp32,13027,0.9010669589042664,0.004800696857273579,0.8962662620469928,297,295
swin_base_patch4_window7_224,imagenet,fp32,21355,0.9016161561012268,0.008796402253210545,0.8928197538480163,492,519
swin_base_patch4_window7_224,imagenet,fp32,26330,0.939657986164093,0.0016297753900289536,0.9380282107740641,609,575
swin_base_patch4_window7_224,imagenet,fp32,9680,0.8723340034484863,0.009658514522016048,0.8626754889264703,218,219
swin_base_patch4_window7_224,imagenet,fp32,28763,0.8390241861343384,0.003654468571767211,0.8353697175625712,669,564
swin_base_patch4_window7_224,imagenet,fp32,27061,0.8125513792037964,0.03258945420384407,0.7799619249999523,627,498
swin_base_patch4_window7_224,imagenet,fp32,36043,0.9608277082443237,0.005273360293358564,0.9555543479509652,842,445
swin_base_patch4_window7_224,imagenet,fp32,40597,0.9110139012336731,0.006105225998908281,0.9049086752347648,951,950
swin_base_patch4_window7_224,imagenet,fp32,26291,0.8851141333580017,0.004408329259604216,0.8807058040983975,609,915
swin_base_patch4_window7_224,imagenet,fp32,40503,0.8630625605583191,0.048385702073574066,0.814676858484745,949,953
swin_base_patch4_window7_224,imagenet,fp32,1175,0.909661591053009,0.0004112322931177914,0.9092503587598912,24,82
swin_base_patch4_window7_224,imagenet,fp32,10109,0.9389853477478027,0.0009450930519960821,0.9380402546958067,228,222
swin_base_patch4_window7_224,imagenet,fp32,11448,0.9164170622825623,0.008834878914058208,0.907582183368504,260,244
swin_base_patch4_window7_224,imagenet,fp32,35638,0.5295906066894531,0.14441244304180145,0.3851781636476517,831,846
swin_base_patch4_window7_224,imagenet,fp32,21215,0.44150057435035706,0.08763911575078964,0.3538614585995674,489,828
swin_base_patch4_window7_224,imagenet,fp32,26628,0.8329669833183289,0.00438355840742588,0.828583424910903,616,976
swin_base_patch4_window7_224,imagenet,fp32,22549,0.8270081877708435,0.05702069029211998,0.7699874974787235,521,947
swin_base_patch4_window7_224,imagenet,fp32,8211,0.8753775358200073,0.0029072961769998074,0.8724702396430075,184,193
swin_base_patch4_window7_224,imagenet,fp32,21807,0.8786075115203857,0.010213684290647507,0.8683938272297382,504,968
swin_base_patch4_window7_224,imagenet,fp32,39368,0.44515812397003174,0.22583043575286865,0.21932768821716309,923,925
swin_base_patch4_window7_224,imagenet,fp32,11244,0.5786906480789185,0.04746425896883011,0.5312263891100883,256,244
swin_base_patch4_window7_224,imagenet,fp32,39721,0.9003671407699585,0.002488408936187625,0.8978787318337709,931,932
swin_base_patch4_window7_224,imagenet,fp32,23164,0.8335428833961487,0.06966882944107056,0.7638740539550781,537,248
swin_base_patch4_window7_224,imagenet,fp32,8603,0.9241263270378113,0.0021080949809402227,0.9220182320568711,194,185
swin_base_patch4_window7_224,imagenet,fp32,13431,0.9262072443962097,0.001692171790637076,0.9245150726055726,306,305
swin_base_patch4_window7_224,imagenet,fp32,20840,0.7967758178710938,0.016168512403964996,0.7806073054671288,478,745
swin_base_patch4_window7_224,imagenet,fp32,14383,0.889992356300354,0.0016417561564594507,0.8883506001438946,327,328
swin_base_patch4_window7_224,imagenet,fp32,27346,0.7773676514625549,0.062210436910390854,0.7151572145521641,634,778
swin_base_patch4_window7_224,imagenet,fp32,10160,0.8672728538513184,0.00335583440028131,0.863917019451037,229,194
swin_base_patch4_window7_224,imagenet,fp32,16813,0.7697822451591492,0.12452615797519684,0.6452560871839523,383,384
swin_base_patch4_window7_224,imagenet,fp32,26526,0.9395687580108643,0.0015400698175653815,0.9380286881932989,614,887
swin_base_patch4_window7_224,imagenet,fp32,28302,0.885897696018219,0.005414451472461224,0.8804832445457578,658,911
swin_base_patch4_window7_224,imagenet,fp32,5611,0.9157834053039551,0.0007384910131804645,0.9150449142907746,126,116
swin_base_patch4_window7_224,imagenet,fp32,35804,0.8262573480606079,0.00751140434294939,0.8187459437176585,835,649
swin_base_patch4_window7_224,imagenet,fp32,15277,0.8899294137954712,0.001962327165529132,0.8879670866299421,347,346
swin_base_patch4_window7_224,imagenet,fp32,6046,0.8398970365524292,0.0007430877303704619,0.8391539488220587,135,996
